Compound_CID,SMILES
141871676,COC1=CC(=C(C=C1)N(C2=C(C=CC=[NH+]2)N)C(=O)N3CCN(CC3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)OC
124118149,CC(=O)C1=C(C=C(C=N1)S(=O)(=O)Cl)N
64733013,CC1CC(CC(C1)OC(=O)C2=C(C=NC=C2)N)C
159898547,CCOC(=O)C1=C(C=C2N1C=CC=C2OCC3=C(C=CC=C3F)F)C.CCOC(=O)C(C(=O)C)Cl.CI.C1=CC(=C(C(=C1)F)COC2=C(N=CC=C2)N)F.C1=CC(=C(C(=C1)F)CBr)F.C1=CC(=C(N=C1)N)O.[V](I)I.[V](I)(I)I.II
117875468,CC(C)(C)OC(=O)NC(C1CC1)C2=C(C(=C(C=C2)Cl)C(=O)C3=CN=C(C=C3)N)F
11544682,CCOC(=O)C(CC1=CN=C(C=C1)N)C2=CN(C=N2)C3CCCCC3
89091580,C1CN(CCC1C(=O)N2CCC3(CC2)C(=O)N(CN3C4=CC=CC=C4)CC5=CC(=CC(=C5)C(F)(F)F)C(F)(F)F)CC6=CC(=NC=C6)N
86636288,COC1=C(C=C(C=C1)NC2=NC(=NC=C2Cl)Cl)/C=C/C3=CC(=CN=C3)N
57440857,CN(CC1=CC2=C(C=C1)N(C=C2)CC3=CC=CC=C3)C(=O)/C=C/C4=CN=C(C=C4)N
86803721,CC1=NC(=NC=C1)N(C)CC2=CN=C(C=C2)N
32071239,CCOC(=O)C1=C(SC(=C1C)C)NC(=O)COC(=O)C2=C(N=CC=C2)N
92592466,CCNC(=O)[C@@]1(CCN(C1)C(=O)C2=C(N=CC=C2)N)CC3=CC=CC=C3C4=CC=CC(=C4)C
72880412,C1CC(CN(C1)C(=O)C2=NC(=CC=C2)N)CCC(=O)NCC3=CC=CC=C3F
23437667,CSC(=N)N.C1=C(C=NC=C1N)C(=O)O
121495051,CS(=O)(=O)NC1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=C(C=CN=C3)N
16004923,C1=CC=C(C=C1)C2=NC(=C(N2/C=C/[C@H](C[C@H](CC(=O)O)O)O)C3=CC(=CC=C3)C(F)(F)F)C4=CC(=NC=C4)N
90313516,C[C@@H](CO)NS(=O)(=O)C1=CC=CC=C1C2=CC(=C(C=C2)C3=CN=C(C=C3)N)F
118766717,C1CCN(CC1)CCNC(=O)C2=CC=CC(=C2)C3=C(C=CN=C3)N
62815474,C1CCC2CN(CCC2C1)C(=O)CN3C=C(C=CC3=O)N
68528473,CCOC(=O)CCC1=CC=C(C=C1)OC2=NC=C(C=C2)N
64396292,C1CC(C1)OC(=O)C2=CC(=NC=C2)N
144220744,[HH].CC1CCCCC1.C1=CC(=NC=C1C#N)N
160705121,B1([C@H](CC2=C(O1)C(=CC=C2)C(=O)C)CC(=O)CC3=CC=C(C=C3)C[N+]4=CC=CC=C4)O.B1([C@H](CC2=C(O1)C(=CC=C2)C(=O)C)CC(=O)C3=CC=C(C=C3)CCCCO)O.B1([C@H](CC2=C(O1)C(=CC=C2)C(=O)C)CC(=O)C3=CC(=CN=C3)N)O.B1([C@H](CC2=CC=CC(=C2O1)C)CC(=O)CC3=CC(=NC=C3)N)O.B1([C@H](CC2=CC=CC(=C2O1)C)CC(=O)CC3=CN=C(C=C3)N)O.B([C@H](CC1=CC=CC(=C1O)C)CC(=O)CC2=CN=C(C=C2)N)(O)O.B([C@H](CC1=CC=CC(=C1O)C)NC(=O)CC2=CC(=NC=C2)N)(O)O.B([C@H](CC1=CC=CC(=C1O)C)NC(=O)C2=CC=C(C=C2)CCCCO)(O)O.B([C@H](CC1=CC=CC(=C1O)C)NC(=O)C2=CC(=CN=C2)N)(O)O
14989642,C1=CC(=NC=C1N)CCC(=O)O
8562169,C1CC[C@@H]2[C@H](C1)CCCN2C(=O)CSC3=C(C=C(C(=N3)N)C#N)C#N
136573890,CCC1(CC1)CNC(=O)NCC2=C(N=CC=C2)N
75458087,COC(=O)CCC1=CC(=CN=C1)N
105622789,C1CCC2C(C1)CCN2C3=NC=C(C(=C3)C(=O)N)N
172356111,CC1=C(C=C2C3=C1CCC(C3=C4CN5C(=CC6=C(C5=O)COC(=O)C6(C)O)C4=N2)NC)F.C1=CC(=NC(=C1)N)C=O
121252851,C[C@H]1CC(N(C1)C2=C(C=CC(=N2)C3=CC=CC=C3C(F)(F)F)C(=O)NS(=O)(=O)C4=C(N=CC=C4)N)(C)C
165487415,C1COCC1S(=O)(=O)NCC2=NC(=CC=C2)N
119089766,C1=CC(=NC=C1N)S(=O)(=O)Cl
20200244,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)NC3=C(C=CC=N3)N
159334184,C1=CC(=C(C=C1OC2=NC=C(C=C2)N)OC(F)(F)F)C#N.C1=CC(=C(C=C1OC2=NC=C(C=C2)[N+](=O)[O-])OC(F)(F)F)C#N
104352830,CC(=O)NC1CCN(C1)C2=NC=CC(=C2N)C(=O)OC
129858886,C1=CC(=C(N=C1)C(=O)O)N.C1=CC(=C(N=C1)C(=O)O)N.C1=CC(=C(N=C1)C(=O)O)N.[Y]
124137224,C1CN(CCC1(F)F)C(=O)C2=CC=C(C=C2)C3=CC4=C(C=C(O4)CNC(=O)/C=C/C5=CN=C(C=C5)N)C(=C3)Cl
161093246,C1CN(CCN1)C2=C(C(=CC=C2)Cl)Cl.C1CN(CCN1CCCCC=NC2=C(C=CC=N2)O)C3=C(C(=CC=C3)Cl)Cl.C1CN(CCN1CC=O)C2=C(C(=CC=C2)Cl)Cl.C1CN(CCN1CC2OCCO2)C3=C(C(=CC=C3)Cl)Cl.C1COC(O1)CCl.C1=CC(=C(N=C1)N)O
130395177,CN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)NC3=NC4=C(N3C)C=C(C=C4)C5=CN=C(C=C5)N)C(F)(F)F
1515296,C1=CN=C(C=C1CO)N
13911673,C1=CC(=C(N=C1)N)S
57031849,C1=C[N+](=CC=C1N)C(CCC([N+]2=CC=C(C=C2)N)Br)Br
90041861,C1COCCN1CCN2CC3=C(C2=O)C=CC(=C3)C4=CC=C(S4)C5=CC(=CN=C5)N
130171350,C1CC(CN(C1)C2=C(C=CN=C2)N)O
171797553,C1CN(CCN1C(C2=CC=CC=C2)C3=CC=CC(=C3)C#N)C(=O)C4=CC(=CN=C4)N
86099214,CCN(C1=NC=C(C=C1)N)C(=O)C
176268154,C1C(CN1C(=O)C2=CC=C(C=C2)C(=O)O)C3=CC=C(C=C3)N4C5=C(C=CC(=N5)C6=CC=CC=C6)N=C4C7=C(N=CC=C7)N
91786945,C1=CC(=C(N=C1)N)CNC(=O)C2=C(C=CC(=C2)C(F)(F)F)Cl
117806650,C1CN(CCC1(F)F)C(=O)C2=CN=C(C=C2)C3=CC(=C4C(=C3)C=C(O4)CNC(=O)/C=C/C5=CN=C(C=C5)N)C6=CC=NC=C6
68499490,CN1C2=C(C=C(C=C2)OC3=NC=C(C=C3)N)C=C1C(=O)N4CCN(CC4)CC5=CC=C(C=C5)OC(F)F
158673021,C1=CN=CC=C1C#N.C1=CN=CC=C1C2=NC=CN=N2.C1=CN=CC=C1C(=NN)N
158105006,CC1=C(C(=C(C=C1)OC2=C(N=C(C=C2)Cl)OC)C(=O)NC3=CC(=NC=C3)C(=O)N)F.CC1=C(C(=C(C=C1)OC2=C(N=C(C=C2)Cl)OC)C(=O)O)F.C1=CN=C(C=C1N)C(=O)N
81691921,CCC1N(C(CS1)C(=O)O)C(=O)C2=NC=C(C=C2)N
104742005,COC(=O)C1=C(C=CS1)NC(=O)C2=C(C=CC=N2)N
56704490,CCN(CC)C(=O)[C@@H]1C[C@@H](CN1C(=O)C2=CN=C(C=C2)N)N
139073776,C1=CC=C(C=C1)C(=O)[O-].C1=CC=C(C=C1)C(=O)[O-].C1=CC=NC(=C1)N.C1=CC=NC(=C1)N.[Cd+2]
71716647,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)[O-])C3=CC4=C(C=C3)C=C(C=C4)C[N+]5=CC=C(C=C5)N)O
139036002,C1=CC=NC(=C1)C(=NN)N.C(=O)(C(=O)O)O
136562183,CC(C)(C)OC(=O)N1CCC(=CC2=CC(=CN=C2)N)CC1
137387,C1=C(C=C(N=C1C(=O)O)C(=O)O)NCCS
89761149,CC(=C[C@H]1CN(CCN1C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O)S(=O)(=O)C3=CN=C(C=C3)N)C
95550428,CC(C)[C@@H]1CN(CCC(=O)N1CC2=CC=C(C=C2)F)C(=O)C3=CN=C(C=C3)N
136562007,COC1=CC=CC=C1NC(=O)NCCCCC2=CC(=NC=C2)N
165424667,CCN1C(=O)C2(CCN(CC2)C(=O)C3=CN=C(C=C3)N)N(C1=O)CC4=CC=CC=C4
88583917,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(N=CC(=C2)Cl)C(=N)C3=CN=C(C=C3)N
133112327,CN1CCN(CC1)[C@@H]2CCN(C[C@@H]2CCCO)C(=O)C3=CN=C(C=C3)N
103468062,C1CC2C(C1)OCCN2C3=C(C=C(C=N3)C#N)N
1555712,C1CC1C(=O)C[N+]2=CC=C(C=C2)N
21387874,C1=C[N+](=CC=C1N)S(=O)(=O)N
122564849,CC(CN1CCCCC1)C(=O)NCC2=C(N=CC=C2)N
161350937,CC1=C(C=C(C=C1)C(=O)O)Cl.[C-]#[N+]CC1=C(C=C(C=C1)C2=NC3=C(O2)C=CC=N3)Cl.[C-]#[N+]CC1=C(C=C(C=C1)C(=O)O)Cl.C1=CC(=C(N=C1)N)O
173090761,C1CCC2CCCC([C@@H]2C1)CCC(=O)NCC3=C(N=C(C=C3)N)C(=O)N
81311643,CCC1=NN(C(=C1Br)COC(=O)C2=NC=C(C=C2)N)CC
64394018,CN1CCC(CC1)OC(=O)C2=C(C=NC=C2)N
68970519,CC1(C2=CC=CC(=C2OC1(C)C)CN3CCC4(CC3)CCN(CC4)C(=O)C5=NC=C(C=C5)N)C.C(=O)(C(F)(F)F)O
171330614,CC1=CC=CC=C1[C@H]2[C@@H]3CN(C[C@@H]3CN2C(=O)C)C(=O)C4=CN=C(C=C4)N.C(=O)O
57942336,C1=CN=C(C=C1C(=O)C2=C(C=C(C=N2)Cl)NS(=O)(=O)C3=CC=C(S3)Cl)N
50853260,C1CSC(=O)N1C2=NC=C(C=C2)N
12695759,C1=CC=NC(=C1)NC2=CC(=CC=C2)Cl
117212851,C1=CC(=NC(=C1)N)C(=O)OC2=CC=C(C=C2)O
59334837,COC(=O)/C=C/C1=NC(=CC=C1)N
86763800,C1COC12CN(C2)C(=O)C3=CN=C(C=C3)C4=CC(=C5C(=C4)C=C(O5)CNC(=O)/C=C/C6=CN=C(C=C6)N)C(F)(F)F
90410556,CN1CCN(CC1)C(=O)NC2=NC=CC(=C2)OC3=CN=C(C=C3)N
117967014,C1COCCN1C(=O)C2=CC=C(C=C2)C3=CC(=C(C=C3)OCC(CNC(=O)/C=C/C4=CN=C(C=C4)N)(F)F)Cl
117891521,CC[C@H](C1=C(C(=C(C=C1)OC)C(=O)C2=CN=C(C=C2)N)F)N[C@@H](C)CC(=O)N
117213108,C1=CC=C(C(=C1)OC(=O)C2=CN=C(C=C2)N)Cl
158778792,CC1=C(C(=CC=C1)C)CC(=O)C[N+]2=CC=CC(=C2)N.[Br-]
97448973,C1[C@H]2[C@@H](CN1)C3=CC=CC=C3[C@@H]2NC(=O)C4=NC(=CC=C4)N
157122659,CCOC(=O)C1=NC(=CC=C1)N.C1=CC(=NC(=C1)N)C(=O)O
3137644,C1=C[N+](=CC=C1N)CC(CO)O
154853372,C1=CC=C(C=C1)OC(=O)[N+]2=CC=CC=C2N.O.[Br-]
169185065,CC[C@]1(C2=C(COC1=O)C(=O)N3CC4=C5[C@@H](CCC6=C5C(=CC(=C6C)F)N=C4C3=C2)NC(=O)C7=NC(=CC=C7)N)OC(=O)N(C)CCN(C)C(=O)OCC8=CC=C(C=C8)N
110488354,CN(CC(=O)OC)C(=O)C1=CC(=CN=C1)N
12208484,CCOC(=O)C1=C[N+](=CC=C1)N.CC1=CC(=C(C(=C1)C)S(=O)(=O)[O-])C
67283437,COC1=CC=C(C=C1)CN2C3=C(C=C(C=C3)Cl)C(=NC(C2=O)CC4=CC5=CC=CC=C5C=C4)C6=CN=C(C=C6)N
169541189,CC(=O)NCCC#CC1=CC(=C(N=C1)N)C(=O)OC
82546268,CC1=CC(=C(C=C1)NC(=O)C2=C(N=CC=C2)N)C(=O)O
135796861,C1=CC=C(C=C1)/C(=N\O)/C2=C(C=C[NH+]=C2)N
102892425,CN1CCCN(CC1=O)C(=O)C2=NC=CC(=C2)N
127252469,CC(=O)N1CCCCC[C@H]2[C@@]1(CCN2C(=O)C3=C(N=CC=C3)N)C
171636788,C1CN(CCC1C2=NN(C3=C2C(=CC=C3)F)CC(=O)N4CCO[C@H](C4)C(F)(F)F)C(=O)C5=CC(=NC=C5)N
53419470,CCOC(=O)CCC1=CC(=CN=C1)N
64339381,CC(C)(CN1CCN(CC1)CC2=CN=C(C=C2)N)O
138459226,C1=CC(=NC(=C1)N)C(=N)N(CCCCOC2=C(C=C(C=C2)C(F)(F)F)C(=O)O)C=N
18533240,CCC(=O)C1=NC(=CC=C1)N
144899677,CCOC(=O)C1[C@H](C(=O)N1C(=O)N[C@H](C)C2=CC3=C(C=C2)OC(O3)(F)F)CC4=CC(=NC=C4)N
160531476,[H-].[Li+].CCOC(=O)C1=CNN=C1.CCOC(=O)C1=CN(N=C1)CCC2=NC3=C(CCCN3)C=C2.CCOC(=O)C1=CN(N=C1)CCC2=NC3=C(C=CC=N3)C=C2.CCOC(=O)C1=CN(N=C1)CCC2=NC3=C(C=CC=N3)C=C2.CCOC(=O)C1=CN(N=C1)CCC(=O)C.CCOC(=O)C1=CN(N=C1)CCC2(OCCO2)C.CCOC(=O)C1=CN(N=C1)CC2=C(N=C3C(=C2)C=CC=N3)C.CC1(OCCO1)CCBr.C1CC2=C(NC1)N=C(C=C2)CCN3C=C(C=N3)C(=O)O.C1=CC(=C(N=C1)N)C=O.C(=O)O[O-].[OH-].Cl.[Cs+].[Cs+]
17449310,CC1=C(C=C(C=C1)NC(=O)COC(=O)C2=C(N=CC=C2)N)Br
70433334,CC([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCC[N+]3=CC=CC(=C3)N)O
62153552,C1C2CC3CC1CC(C2)(C3)NC(=O)C4=CN=C(C=C4)N
177899590,C1CN(CC2=C1C(=CC=C2)C(=O)C3=CC=C(C=C3)C(F)(F)F)C(=O)C4=CC(=NC=C4)N
156366620,CN1C(=C(N=N1)C2=NC=C(C=C2)N)C(=O)OC
70216701,CN=C(N)NC(=O)C1=CC2=C(C=CC(=C2N1)OC3=CN=CC(=C3)N)C(F)(F)F
92592373,CCNC(=O)[C@]1(CCN(C1)C(=O)C2=CC(=CN=C2)N)CC3=CC=CC=C3C4=CC=CC(=C4)C
175582321,C1=CN=C(C=C1N)S(=O)(=O)OC(=O)N
163314570,CC1=CC=C(C=C1)N2CCCC3(C2=O)CCCN3C(=O)C4=NC(=CC=C4)N
119998932,C1C2CC3CC1CC(C2)C3NC(=O)C4=NC(=CC=C4)N.Cl
110861603,COC(=O)C1=CC=CC=C1NC(=O)C2=C(C=CN=C2)N
136390282,COC1=CC(=C(C(=C1)OC)F)[C@@H](C2=NN(C(=O)N2)C3=C(C=CC=N3)N)NC4=CC=C(C=C4)C(=N)N.C(=O)(C(F)(F)F)O
160068576,[Li+].[CH3-].CC1=C(C(=O)N2CCCC(C2=N1)OCCCCC(=O)OC)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F.CC1=C(C(=O)N2CCCC(C2=N1)OCCCCC(=O)OC)CCO.CC1=C(C(=O)N2C=CC=C(C2=N1)OCCCCC(=O)OC)CCO.CC(=O)C1CCOC1=O.C/C(=C\1/CCOC1=O)/NC2=C(C=CC=N2)OCCCCC(=O)OC.COC(=O)CCCCOC1=C(N=CC=C1)N.COC(=O)CCCCBr.C1CNCCC1C2=NOC3=C2C=CC(=C3)F.C1=CC(=C(N=C1)N)O.[OH-].[Al](Cl)(Cl)Cl.[Pd]
165590009,C1[C@H]([C@@H](CN1)O)C2=C(N=CC=C2)N
157068497,C.CCCCC1=NC2=C(CCCN2)C=C1.CCCCC1=NC2=C(C=CC=N2)C=C1.CCCCC1=NC2=C(C=CC=N2)C=C1.CCCCC(=O)C.CCCN.CCCNC(=O)CC.CCCNC(=O)CN.CCCNC(=O)CNC(=O)CCCC1=NC2=C(CCCN2)C=C1.C1CC2=C(NC1)N=C(C=C2)CCCC(=O)NCC(=O)NCCC(=O)O.C1CC2=C(NC1)N=C(C=C2)CCCC(=O)O.C1=CC(=C(N=C1)N)C=O.Cl.Cl.Cl
159230855,CC(C)(C)OC(=O)/C=C/C1=CC2=C(NC(=O)N(C2)CCCN3CCOCC3)N=C1.C1COCCN1CCCNCC2=C(N=CC(=C2)Br)N.C1COCCN1CCCN2CC3=C(NC2=O)N=CC(=C3)/C=C/C(=O)O.C1COCCN1CCCN2CC3=C(NC2=O)N=CC(=C3)Br.C1=CC(=C(N=C1)N)C=O.C1=C(C=NC(=C1C=O)N)Br.Br
88248779,CC1=CC(=CC(=C1)OS(=O)(=O)C2CNC3=CC=CC=C23)OCC[N+]4=CC=C(C=C4)N
118087301,CCC1=CC2=CN=C3C=CC(=CC3=C2N(C1=O)C4=CC=CC(=C4)C(F)(F)F)C5=CN=C(C=C5)N
177835020,CC(C)(C)OC(=O)N1CCN(CC1)C2=CC(=C(N=C2)N)N3CCN(CC3)C(=O)OC(C)(C)C
157664058,CNC1=CN=C(C=C1)C#N.CN(C)C1=CC=C(C=C1)C2=NC3=C(S2)C(CCC3)O.CN(C)C1=CC=C(C=C1)C2=NC3=C(S2)C(CCC3)OC.CN(C)C1=CN=C(C=C1)C#N.CN(C)C1=CN=C(C=C1)C(=S)N.C1CC2C(O2)C(=O)C1.C1=CC(=NC=C1N)C#N
113749453,CN1CCCN(CC1=O)C(=O)C2=C(C=CC=N2)N
86705250,C[C@@H]1C[C@@H](C[C@@H]([C@H]1OC)NC(=O)OC(C)(C)C)C2=C(C=NC=C2)N
10282763,CCC(=O)NC1=C(C=CC=C1S(=O)(=O)N[C@@H](CCCC2=NC=C(C=C2)N)C(=O)N3CCC(=C(F)F)CC3)C4=CC(=CC=C4)F
104743117,CCCOCCOC(=O)C1=C(C=CC=N1)N
158406970,COC1=CC(=C(C=C1)CN2CC3=C(C2=O)C(=CC(=N3)C4=C(C=CC=C4F)F)CC5=NC=C(C=C5)C(=O)CCC6CC6)OC.COC1=CC(=C(C=C1)CN2CC3=C(C2=O)C(=CC(=N3)C4=C(C=CC=C4F)F)Cl)OC.C1CC1CCC(=O)C2=CN=C(C=C2)CC3=CC(=NC4=C3C(=O)NC4)C5=C(C=CC=C5F)F.C1CC1CCC(=O)C2=CN=C(C=C2)N.C1CC1CN.C1=CC(=NC=C1C(=O)O)N
72864189,COCCN1[C@@H]2CC[C@H](C1=O)CN(C2)C(=O)C3=CC(=NC=C3)N
70771073,CC1=C(C=CC(=C1)F)OC2(CCN(CC2)CC3=C(N=CC=C3)N)C(=O)O
117996490,C1COCCN1C(=O)C2=CC=C(C=C2)C3=NC4=C(C=NN4C=C3)C#CC5=CC(=NC=C5)N
160692142,CC(C)N1C(=NN=N1)C2=NC(=CC=C2)N.C1=CC(=NC(=C1)N)C#N.C1=CC(=NC(=C1)N)C2=NNN=N2
56944973,CNC(=O)C1=C(N=C(S1)C2=CC=C(C=C2)NC(=O)NCC3=CN=C(C=C3)N)C(F)(F)F
70039293,C1=CC(=CC=C1C(=O)CN2C=C(N=C2)C(CC3=CN=C(C=C3)N)C(=O)O)C(F)(F)F
141357709,CC(=O)NC1=NC=CC(=C1C(=O)OC(C)(C)C)N
9826638,CC(C)C1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)CCNC[C@@H](COC3=CN=C(C=C3)N)O
81572422,CC(C1=CC=CC=C1)OC(=O)C2=NC(=CC=C2)N
155926526,C1=CC(=CC(=C1)OCC2=CC3=C(C=C2)C=CC(=N3)N)CNCCCCC4=NC(=CC=C4)N
68414546,CC1=CC(=CC(=C1)F)C2=C(C=CC=C2F)[C@](CCCNC(=O)O)([C@@H]3CCCN(C3)C(=O)C4=CN=C(C=C4)N)O
44573293,COC1=C(C=C(C=C1)C(=O)NC2(CCN(CC2)C3=NC=CC(=C3)N)C4=CC=CC=C4)Cl
2052633,C1=CC(=NC=C1C2=CC=C(S2)C(=O)O)N
115867328,C1=CC(=C(N=C1)C(=O)OCC2=CC=C(C=C2)Cl)N
162114281,C.CC.CC.CC1=C(C=CC(=C1)N)N.C1=CC(=C(N=C1)N)O.C1=CC(=CC=C1N)NC2=CC(=O)C(=NC2=NC3=CC=C(C=C3)N)N.N.O.OO
81693616,CC(CNC(=O)C1=NC=C(C=C1)N)C(=O)O
130176918,C1CN(CCC1(F)F)C(=O)C2=CN=C(C=C2)C3=CC(=C4C(=C3)C=C(O4)CNC(=O)NCC5=CN=C(C=C5)N)C6=CC=C(C=C6)F
176486812,C1C[C@H](C2=C(C=CC=N2)[C@H]([C@@H]1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N(C5=C(N=CC=C5)N)C(=O)O
81316228,CCCCCOC(=O)C1=NC=C(C=C1)N
70780979,C1CCC(C1)N2CC3(CCCN(C3)C(=O)C4=NC=CC(=C4)N)CCC2=O
19699139,C1=CC(=NC=C1C(=O)Cl)N
91831403,COCCN1CC(CC1=O)CC2=CC=C(C=C2)OC3=NC=C(C=C3)N
119064813,C1CCN(C(C1)CC(=O)N)C(=O)C2=CC=C(C=C2)C3=NC(=CC=C3)N
144701748,CC1CC2=C(C=CC(=C2)F)N([C@H]1C3CC3)C(=O)C.C1=CC(=NC=C1C(=O)N)N
171325081,CN1C=C(C=N1)C2C3(CCN2C(=O)C4=NC(=CC=C4)N)C5=CC=CC=C5NC3=O.C(=O)O
165438376,CC1=NN(C(=O)C1C2CC2)C3=NC=CC(=C3)N
163955255,CCC(C=CNCCSSCC[N+]1=CC=C(C=C1)N)N=NC2=CC=C(C=C2)N(CCO)CCO
176267946,C1=CC=C(C=C1)C2=NC3=C(C=C2)N=C(N3C4=CC=C(C=C4)CNCC5=CC=CC(=C5)CC(=O)O)C6=C(N=CC=C6)N
154643096,C1=CC(=C(N=C1)C(=O)NC2=CC(=C(C=C2)[N+](=O)[O-])SC(O)(O)SF)N
25151976,CC1=CC(=CC(=C1)OS(=O)(=O)C2=CC=CC=C2)OCC[N+]3=CC=C(C=C3)N
168432058,C1=CC(=CC(=C1)F)COC2=C(C=C(C=C2)NC3=NC=NC4=C3C=C(C=C4)C5=CC=C(S5)CNC(=O)/C=C/C6=CN=C(C=C6)N)Cl
145834950,CC(C)(C1=NOC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C[NH+]=C(C=C3)N)F
87073704,[2H]C([2H])(C1=CC(=NC=C1)N)N2C=CC3=C(C=CC=C32)NC(=O)NC4=C(C=CC(=C4)C(F)(F)F)F
135168947,CN(C1=CC=CC=C1)C(=O)[C@@H]2[C@H](C(=O)N2C(=O)NC(C(F)(F)F)C(F)(F)F)CC3=CC(=NC=C3)N
72214322,B1(OC(C(O1)(C)C)(C)C)C2=CC(=CC(=N2)C(=O)C)N
113447808,CCCC(CC(=O)O)NC(=O)C1=C(C=CC=N1)N
56704495,CN1C[C@@H]2CC[C@@H](N2C(=O)C3=CC(=NC=C3)N)CC1=O
8562174,C1CC[C@@H]2[C@@H](C1)CCCN2C(=O)CSC3=C(C=C(C(=N3)N)C#N)C#N
137537629,CC1(CNC1)NS(=O)(=O)C2=C(C(=C(C=C2)C3=CN=C(C=C3)N)C4=NNN=N4)S(=O)(=O)N
118607105,CC(C)C1CC2=C(C(=O)C1)C(=C(N2)C3=CC(=NC=C3)N)NC4=CC=CC=C4
166396880,CC1=CC(=O)NC=C1C(=O)NC2=CC=CC(=C2)NC(=O)C3=C(C=NC=C3)N
156122301,COC1=CC=CC(=C1)CNC(=O)C2=CNC(=C2)C(=N)C3=C(N=CC=C3)N
172402180,[2H]C1=C(C(=O)NC(=C1[2H])N)[2H]
13925293,C1=CC(=CC(=C1)Cl)C(=O)NC2=C(N=CC=C2)N
158699315,[H-].[Li+].CCO.CN1CCN(C(C1)C2=CC=CC=C2)C3=C(C=CC=N3)CO.CN1CCN(C(C1)C2=CC=CC=C2)C3=C(C=CC=N3)C#N.CN1CCN(C(C1)C2=CC=CC=C2)C3=C(C=CC=N3)C(=O)O.CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4.CN(CCCl)CC(C1=CC=CC=C1)Cl.C1=CC(=C(N=C1)N)C#N.[OH-].OS(=O)(=O)O.[AlH3].[K+]
59605182,C1COC2=C(CN1C(=O)C3=CC=C(C=C3)C(F)(F)F)C=C(C=C2)C4=CN=C(C=C4)N
66652495,CCOCN(C1=NC=C(C=N1)F)S(=O)(=O)C2=C(C=C(C(=C2)Cl)OC3=C(C=C(C=C3)Cl)C4=CC(=NC=C4)N)F
158275586,C1CC(=O)OC1=O.C1=CN=CC(=C1C(=O)N)N.C1=CN=CC(=C1C(=O)N)NC(=O)CCC(=O)O
86763690,COC1=C2C(=CC(=C1)C3=NC=C(C=C3)C(=O)N4CCC(CC4)(F)F)C=C(O2)CNC(=O)/C=C/C5=CN=C(C=C5)N
11570621,C1CCN(C1)C2=CC=[N+](C=C2)C3=C(C(=NC(=C3Cl)[N+]4=CC=C(C=C4)N)[N+]5=CC=C(C=C5)N)Cl.[Cl-].[Cl-].[Cl-]
106448004,CC(C)COCCOC(=O)C1=CC(=NC=C1)N
25151978,CN1C2=C(C=C(C=C2)S(=O)(=O)N(C)C3=CC=CC=C3)N=C1CC[N+]4=CC=C(C=C4)N
152581629,CCCCCCCCCCOC(=O)C1=CN=C(C=C1)N
69798646,C1=CC(=NC(=C1)N)CCNC2=CC=C(C=C2)NC(=O)C3=C(C=C(C=C3)Cl)C4=CC=C(C=C4)C(F)(F)F
54751702,B(C1=CN=C(C=C1)NC(=O)OC(C)(C)C)(O)O
145008188,C1[C@@H](N2C(=C(C=N2)C(=O)NC3=CN=C(C=C3)N)C(=O)N1C4=CC=C(C=C4)C(F)(F)F)N=O
25151786,CC1=CC=C(C=C1)S(=O)(=O)OC2=CC(=CC(=C2)OCCC[N+]3=CC=C(C=C3)N)C.[I-]
95830406,C1C[C@H](N(C1)C(=O)C2=CN=C(C=C2)N)CC3=C(SC4=CC=CC=C43)C(=O)N
81316631,CCC1CCC(CC1)OC(=O)C2=NC=C(C=C2)N
59853029,C1=CN=C(C=C1OC2=C(C=C(C(=C2)F)NC(=O)CC(=O)O)F)N
158214050,C1C(C1N)/C=C/C2=CC=CC=C2.C1C(C1NCC2=C(N=CC=C2)N)/C=C/C3=CC=CC=C3.C1=CC(=C(N=C1)N)C=O
139067686,CC1=C(C=CN=C1)N.CC1=C(C=CN=C1)N.C(=[N-])=S.C(=[N-])=S.[Zn+2]
69888580,CCN1CCC2=CC(=C(C=C2C1C3CC(CCC34C5=CC(=C(C=C5CCN4CC)OC)OC)C(=O)N6CCN(CC6)C7=CC(=NC=C7)N)OC)OC
89701805,C1C[C@H](N(C1)C(=O)C2=CC(=NC=C2)N)C(=O)NCC3=CC=C(C=C3)Cl
136864615,CC(=C(C(=O)NC1=C[N+](=CC=C1)N)N=NC2=CC=C(C=C2)C#N)O
162196079,CC1=NC2=C(C=CC=[N+]2C=C1CCO)O.CC(=O)C1CCOC1=O.C1=CC(=C(N=C1)N)O
