Compound_CID,SMILES
167809044,C1=CC(=NC(=C1N)N)C(=O)N[C@H](CNC(=O)C2=CC(=CS2)C(=O)N)CO
161988910,CCOC(=O)C1=CC(=C(N=C1)N)N.CCOC(=O)C1=CC(=C(N=C1)N)[N+](=O)[O-]
89395284,COC1=CC(=NC=C1)NC(=O)C2=CC=C(C=C2)C(=N)C3=C(C=CN=C3N)N
121249809,CC(=O)OCC1=C(C=CC=C1N2CCOC3=C(C2=O)C(=CC(=C3)C4CC4)F)C5=C(C(=NC=C5)N)N
121249949,C1C2=C(C=CC=C2NC(=O)O1)C3=C(C(=NC=C3)N)N
139087966,C1=CC(=[NH+]C(=C1)N)N.[Cl-]
167777274,C1C[C@H]2[C@@H]3C[C@@]3(C[C@@H]1N2C(=O)C4=NC(=C(C=C4)N)N)NC(=O)C5=C6C(=NC=N5)N=CN6
144832445,C1=CC(=CC=C1C(=N)C2=C(C=CN=C2N)N)O
117966381,C1CCN(C1)C(=O)[C@H]2CN(CCO2)C3=NC(=C(C=C3)N)N
117966601,C1C[C@H](CN(C1)C2=NC(=C(C=C2)N)N)C(=O)O
134973829,CN(C)C1=CC=[N+](C=C1)C2=C(C(=NC(=C2Cl)[N+]3=CC(=C(C=C3)N)N)[N+]4=CC(=C(C=C4)N)N)Cl
119083719,COC(=O)C1=C(N=C(C=C1)N)N
135393968,C1C(=CN=CC1(N)N)O
119095211,CC(C)OC(=O)C1=CC(=NC(=C1)N)N
143781194,CC(=O)C1=CC=CC(=C1)C2=NC(=CC=C2)/C(=N/N)/NN
144956139,C1CN(CCC1C(=O)C2=CC(=C(N=C2)N)N)C(=O)CCCC3=CN4C=CC=C4C(=O)N3
118256771,COC1=CC=C(C=C1)CN2N=C(N=N2)C3=C(C=CC(=C3S(=O)(=O)N(CC4=CC=C(C=C4)OC)CC5=CC=C(C=C5)OC)C(F)(F)F)C6=CN=CC(=C6N)N
118257091,COC1=CC=C(C=C1)CN2N=C(N=N2)C3=C(C=CC(=C3S(=O)(=O)N(CC4=CC=C(C=C4)OC)CC5=CC=C(C=C5)OC)C(F)(F)F)C6=C(C(=NC=C6)N)N
139458452,C1C2CN(CC2CN1C(=O)C3=CC(=C(N=C3)N)N)C(=O)OCC4=CC=C(C=C4)OC(F)(F)F
139458648,C1C2CN(CC2CN1C(=O)C3=NC=C(C(=C3)N)N)C(=O)OCC4=CC=C(C=C4)OC(F)(F)F
643394,C1=C(C(=CN=C1N)C(=O)N)N
4425752,[B-]([N+]1=C(C=CC=C1N)N)(F)(F)F
22754823,C1=CC(=NC(=C1S)N)N
22708791,CCOC(=O)NC1=CC(=CN=C1)NC(=O)OCC
23206019,C1=C(C(=NC(=C1N)N)C(=O)O)C(=O)O
12097747,COC(=O)C1=NC(=C(C=C1)N)N
22259988,C1C=C(C=CN1N)N
22271434,C1=C(C=NC(=C1N)N)C(=O)NC(=O)O
56972397,C1C(=CN=C(C1=O)N)N
57365046,C1=CC=C(C=C1)N=NC2=C(C(=NC=C2)N)N.Cl
54083641,C1=CN=C(C(=C1N)O)N
67513726,C1CC2CC(CC1N2C(=O)N3CCOC4=C(C3)C=C(C=C4)C5=CC(=C(N=C5)N)N)(C(F)(F)F)O
53785434,COC(=S)C1=C(C=CN=C1N)N
71627102,CCOC(=O)C1=CN=C(C=C1N)N
71656368,CC(C)NC1=CC(=NC=C1C2=NN=C(S2)C(=O)N3CCC(C3)NC(=O)C)NC4=CC5=C(C=C4)N=CS5
67349527,C1=C(C(=C(C=N1)O)N)N
71627100,C1=CN=C(C(=C1N)C(=O)N)N
91545136,C[C@@H](C(=O)O)ON=C(C1=C(SC(=N1)N)Cl)C(=O)N[C@H]2C3N(C2=O)C(=C(CS3)C[N+]4=CC(=C(C=C4)N)N)C(=O)O
90954017,C1=CC(N(C=C1)C=O)(N)N
89853790,C1CCN(C1)C(=O)C2CCCN(C2)C3=NC(=C(C=C3)N)N.Cl.Cl
91180691,C1=C(C=NC(=C1N)N)C=O
66997018,COC(=O)C1=NC=C(C(=C1)N)N
89395318,C1=CC(=CC=C1C(=N)C2=C(C=CN=C2N)N)C(=O)NC3=NC=CC(=C3)C(F)(F)F
90773993,C1=CC(=[N+](C(=C1)N)OC(C(=O)C(=O)C(O)O[N+]2=C(C=CC=C2N)N)O)N
90834917,C1=C(C(=C(N=C1C(=O)O)C(=O)O)N)N
102145906,C1=C[N+](=CC(=C1N)N)C2=C(C(=NC(=C2Cl)[N+]3=CC(=C(C=C3)N)N)[N+]4=CC(=C(C=C4)N)N)Cl
121374596,C1CC1[C@@]2(CCN(C2=O)C3=CC(=NC(=C3)N)N)C#N
117966322,CCN(C)C(=O)[C@@H]1CCCN(C1)C2=NC(=C(C=C2)N)N
117966358,C1C[C@H](CN(C1)C2=NC(=C(C=C2)N)N)C(=O)N3CC[C@@H](C3)O.Cl.Cl
117966390,C1C[C@H](CN(C1)C2=NC(=C(C=C2)N)N)C(=O)N3CCC(C3)(F)F.Cl.Cl
118257068,COC1=CC=C(C=C1)CN2C(=NN=N2)C3=C(C=CC(=C3S(=O)(=O)N(CC4=CC=C(C=C4)OC)CC5=CC=C(C=C5)OC)C(F)(F)F)C6=C(C(=NC=C6)N)N
122632840,CC(C)(C)OC(=O)N1CCN(CC1)C2=NC=C(C(=C2)N)N
144594799,CC.C1C2CN(CC2CN1C(=O)C3=CC(=C(N=C3)N)N)C(=O)OCC4=CC=C(C=C4)O
134823687,C1=CC(=C(C(=C1C2=CC(=NC(=C2)N)N)C3NNNN3)S(=O)(=O)N)C(F)(F)F
135336074,C1=CC(=NC2=C1N=C(N2CCCC(F)(F)F)C#N)C3=CC(=NC(=C3)N)N
131739657,COC(=O)C1=C([N+](=CC=C1)N)N
158564836,CCOC(=O)C1=C(N=CC=C1)N.CCOC(=O)C1=C([N+](=CC=C1)N)N.CC#N.C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[O-].C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])ON
144510231,CC.CCC[C@@H](C)CN.COCN.C1=CC=NC(=C1)NC(=O)C2=CC=C(C=C2)C(=N)C3=C(C=CN=C3N)N
144514743,CCC1=CC2=C(C(=CC=C2)Cl)C(=O)N1C3=CC=CC=C3.C1=C(C(=CN=C1N)C(=O)N)N
158083954,C.C.C.C.C1=CC(=NC(=C1)N)N.C1=CC(=NC(=C1S(=O)(=O)O)N)N.C1=C(C(=NC(=C1[N+](=O)[O-])N)N)[N+](=O)[O-].C1=C(C(=NC(=C1S(=O)(=O)O)N)N)[N+](=O)[O-].[N+](=O)(O)[O-].[N+](=O)(O)[O-]
131735159,CCOC(=O)[C@@H]1CCCN(C1)C2=NC(=C(C=C2)N)N
131735163,CCOC(=O)[C@@H]1CCCN(C1)C2=NC(=C(C=C2)N)N.Cl.Cl
157268505,CC1=CC(=C(C(=C1)C)S(=O)(=O)[O-])C.CC1=CN=C(N=C1C2=C(N(N=C2)C)C(=O)CO)C.CC1=CN=C(N=C1C2=C(N(N=C2)C)C(=O)O)C.CC(C)(C)OC(=O)CC1=CC2=NC(=NN2C=C1)C3=CC=CC=C3.CN1C(=C(C=N1)C2=NC=C(C=C2)C#N)C(=O)O.COC(=O)C1=CC(=[N+](C=C1)N)N.C1=CC=C(C=C1)C2=NN3C=CC(=CC3=N2)C(=O)O.C1=CC=C(C=C1)C2=NN3C=CC(=CC3=N2)N.Cl
158440900,C.CCN1C(=O)C2=CC=CC=C2C1=O.CCOC(=O)C1=CC(=C(C=C1)Cl)S(=O)(=O)C.CCOC(=O)C1=C(C(=CC=C1)Cl)Cl.CCOC(=O)C1=C(N=CC=C1)N.CCOC(=O)C1=C(N=C(C=C1)N)N.CCOC(=O)C1=CC=CC=C1OC.CCOC(=O)C1=CC=C(S1)S(=O)(=O)C.CCOC(=O)C1=C(C=CS1)C.CCOC(=O)C1=C(C=CS1)Br
157304533,[2H]CF.CCOC(=O)C1=CN=CC(=C1N)N.CCOC(=O)C1=C2C(=CN=C1)CC(=N2)C3=CC=CC=C3C
157105777,C.CC1=CN=C2C(=N1)C=CN=C2Cl.C[C@]1(CS(=O)(=O)N(C(=N1)N)C)C2=C(C=CC(=C2)CC3=NC=CC4=NC(=CN=C43)C(F)F)F.CN(C)/C=C/C1=CN=C2C(=N1)C=CN=C2Cl.COC1=CN=C2C(=N1)C=CN=C2Cl.C1=CN=C(C(=C1N)N)C#N.C1=CN=C(C2=NC=C(N=C21)C(F)F)Cl
144308367,C1=CC(=C(N=C1C=O)N)N
177846944,CC(C)(C)OC(=O)N1CC=C(C1)C2=CC(=NC(=C2)N)N
295879,C1=C(C(=NC(=C1C(=O)N)N)N)C(=O)N
160859300,CC=O.CC1=NC2=CC(=NC=C2N1)C(=O)CO.CC1=NC2=CC(=NC=C2N1)C(=O)OC.CO.COC(=O)C1=NC=C(C(=C1)N)N.CS(=O)(=O)O
15665352,C1=CC(=O)NC(=C1N)N
12701104,CCOC(=O)C1=CC(=C(N=C1N)N)C(=O)OCC
159651405,CCOC(=O)C1=C([N+](=CC=C1)N)N.CC1=NC=C(C=C1)C2=NN3C=CC=C(C3=N2)C(=O)O.CC1=NC=C(C=C1)OC.C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[O-]
57974527,CC1=C(C=CC(=C1)NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)OC3=C(C(=NC=C3)N)N
160613272,CCOC(=O)C1=C(N=C(CC1)N)N.CCOC(=O)C1=C(N=C(C=C1)N)N
159500995,CCOC(=O)C1=C([N+](=CC=C1)N)N.CC1(OC[C@@H](O1)COC2=CC(=C(C=C2)C3=NN4C=CC=C(C4=N3)C(=O)O)C(F)F)C.CC1(OC[C@@H](O1)COC2=CC(=C(C=C2)OC)C(F)F)C.C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[O-]
58024317,C1=CC(=C(C=C1NC(=O)NC2=CC(=CC(=C2)C(F)(F)F)OC3=C(C(=NC=C3)N)N)C(F)(F)F)Cl
58024349,C1=CC(=C(C=C1NC(=O)NC2=CC(=C(C=C2Cl)Cl)OC3=C(C(=NC=C3)N)N)C(F)(F)F)Cl
58024275,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)OC(F)(F)F)OC3=C(C(=NC=C3)N)N
160262390,C1=CC(=C(N=C1)N)N.C1=CN=C(C(=C1N)N)C(=O)O.C(=O)O
159537725,C1=C(C=NC(=C1N)N)C(=O)N.C1=C(C=NC(=C1[N+](=O)[O-])N)C(=O)N.C1=C(C(=O)NC=C1C(=O)O)[N+](=O)[O-]
89853875,C1C[C@H](CN(C1)C2=NC(=C(C=C2)N)N)C(=O)N3CCOCC3.Cl.Cl
87664621,C1=CN=C(C=C1/C(=N/N)/N)N
87664741,C1=CN=C(C=C1/C(=N/N)/N)N.Cl
90314414,CC(C)(C)NS(=O)(=O)C1=CC=CC=C1C2=CC(=C(C=C2)C3=CC(=C(N=C3)N)N)F
163808697,CC(C)C(=O)CC1=NC2=C(C=C1)C(=O)NC=N2.CC(C)C(=O)Cl.C1=CC(=NC(=C1C#N)N)N.C1=CC(=NC(=C1C#N)Cl)Cl.C1=CC(=NC2=C1C(=O)NC=N2)N
165016740,C[C@H](C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C(=O)O.CC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C4=NC5=CC(=NC=C5N4)C(=O)NC6CC6.CC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C4=NC5=CC(=NC=C5N4)C(=O)O.CC(C1CCC(CC1)C2=C3C=C(C=CC3=NC=C2)F)C4=NC5=CC(=NC=C5N4)C(=O)OC.COC(=O)C1=NC=C(C(=C1)N)N
123651092,C1=CC(=[N+](C(=C1)N)OP(=O)(O)O)N
150257788,CSC1=C(C=CC(=C1)OC2=C(C(=NC=C2)N)N)NC(=O)NC3=CC=CC(=C3F)C(F)(F)F
177846911,CCOC(=O)C1CCC(=CC1)C2=CC(=NC(=C2)N)N
137232003,C1=CC=C(C(=C1)C=C2C=NC(=C(C2=CC3=CC=CC=C3O)N)N)O
137228351,C1=CC(=C(C=C1Br)C=C2C(=CC3=C(C=CC(=C3)Br)O)N=CC(=C2N)N)O
10057909,C1=C(C(=CN=C1N)C(=S)N)N
9942190,C1=C(C=NC(=C1N)N)C(=O)N
10681918,C1=CC(=C([N+](=C1)CCOCP(=O)(O)O)N)N
158617553,CCOC(=O)C1=CC(=C(N=C1)N)N.CCOC(=O)C1=CN2C(=C(N=C2C(=C1)N)C)C
159807288,[2H]CF.C.CCOC(=O)C1=CN=CC(=C1N)N.CCOOC(=O)C1=C2C(=CN=C1)CC(=N2)C3=CC=CC=C3C
159145814,CCOC(=O)C1=C([N+](=CC=C1)N)N.CC1=C(C=CC(=C1)N2CCOCC2)C3=NN4C=CC=C(C4=N3)C(=O)O.CC1=C(C=CC(=C1)N2CCOCC2)OC.C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[O-]
158441943,CS(=O)(=O)O.C1=C(C=NC(=C1N)N)C(=O)N
158589107,C1=CC=C(C=C1)C(/C=C/CNC(=O)C(C2=CC=CC=C2)(F)F)C3=CC(=NC(=C3)N)N
159700532,CC(C1=CC=CC=C1)NC(=O)C2=NC=C3C(=C2)N=C(C(=N3)C4=CC=CC=C4)CCCCC(=O)O.CC(C1=CC=CC=C1)NC(=O)C2=NC=C3C(=C2)N=C(C(=N3)C4=CC=CC=C4)CCCCC(=O)OC(C)(C)C.CC(C)(C)OC(=O)CCCCC1=NC2=CC(=NC=C2N=C1C3=CC=CC=C3)C(=O)O.CC(C)(C)OC(=O)CCCCC1=NC2=CC(=NC=C2N=C1C3=CC=CC=C3)C(=O)OC.COC(=O)C1=NC=C2C(=C1)CC(=O)C(=N2)C3=CC=CC=C3.COC(=O)C1=NC=C(C(=C1)N)N.COC(=O)C1=NC=C2C(=C1)N=C(C(=N2)C3=CC=CC=C3)Cl
159748132,CCOC(=O)C1=C([N+](=CC=C1)N)N.COC1=C(C=C(C=C1)OCCN2CCOCC2)C(F)F.C1COCCN1CCOC2=CC(=C(C=C2)C3=NN4C=CC=C(C4=N3)C(=O)O)C(F)F.C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[O-]
57449552,C1=CC=C(C(=C1)C(=O)O[N+]2=C(C=CC=C2N)N)C(=O)O[N+]3=C(C=CC=C3N)N
69428342,CC(C)(C)OC(=O)C1=CN=C(C(=C1N)C(=O)OC(C)(C)C)N
160126432,CCC1=CSC(=N1)C2=C(N(N=C2)C)C(=O)CO.CCC1=CSC(=N1)C2=C(N(N=C2)C)C(=O)O.CC1=CC(=C(C(=C1)C)S(=O)(=O)[O-])C.CC(C)(C)OC(=O)CC1=CC2=NC(=NN2C=C1)C3=CC=CC=C3.CN1C(=C(C=N1)C2=NC(=CS2)C(F)F)C(=O)CC3=CC4=NC(=NN4C=C3)Br.COC(=O)C1=CC(=[N+](C=C1)N)N.C1=CC=C(C=C1)C2=NN3C=CC(=CC3=N2)C(=O)O.C1=CC=C(C=C1)C2=NN3C=CC(=CC3=N2)N.Cl
110181594,CNC(=S)NCCSC1=[NH+]C(=C(C=C1)N)N.C(=C/C(=O)[O-])\C(=O)O
122451442,CC(C)(C)OC(=O)N1CCC(CC1)OC2=NC(=C(C=C2)N)N
155730415,C1CC1NC(=O)CCC(C2=CN=C(C=C2)N3C=C(C=N3)C4=C(C(=NC=C4)N)N)C(F)(F)F
155730305,C1CC1C(C2=CN=C(C=C2)N3C=C(C=N3)C4=C(C(=NC=C4)N)N)(C(F)(F)F)O
146608404,C1=CN=C(C(=C1N)C(=N)Br)N
44185965,CSC1=C(C=CC(=C1)OC2=C(C(=NC=C2)N)N)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
44186025,C1=CC(=C(C=C1NC(=O)NC2=C(C=C(C=C2)OC3=C(C(=NC=C3)N)N)Cl)C(F)(F)F)Cl
58024346,C1=CC(=CC(=C1)NC(=O)NC2=CC(=C(C=C2Cl)Cl)OC3=C(C(=NC=C3)N)N)C(F)(F)F
57701577,C[C@@H](C(=O)O)O/N=C(/C1=C(SC(=N1)N)Cl)\C(=O)N[C@H]2C3N(C2=O)C(=C(CS3)C[N+]4=CC(=C(C=C4)N)N)C(=O)O
68846520,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C(=O)NC3=CC(=C(N=C3)N)N
85700831,C1=C(C(=[N+](C(=C1N)[N+](=O)[O-])[O-])[N+](=O)[O-])N
123453155,CCN1CCN(CC1)CC2=C(C=C(C=C2)C(=O)NC3=NC=CC(=C3)C#CC4=CC(=C(N=C4)N)N)C(F)(F)F
126455459,CC1=C(C=C(C=C1)C2=C(C(=NC=C2)N)N)C(=O)OC
129185212,C1=CN=C(C(=C1N)N)C(=O)N
177846861,C1CC(=CC(=O)C1)C2=NC(=C(C=C2)N)N
177846913,CC(C)(C)OC(=O)N1CC=C(C1)C2=NC(=C(C=C2)N)N
6956909,C(#N)C1=C(C(=[NH+]C(=C1C#N)N)N)C#N
18977245,C1=CC(=NC(=C1C(=O)O)N)N
54247341,C1=CC(=CC=C1C#N)C2=C(C(=NC=C2)N)N
45140732,CC1=C(C=CC=C1OC2=C(C(=NC=C2)N)N)NC(=O)C3=CC(=CC=C3)OC(F)(F)F
45140916,COC1=CC(=CC(=C1)NC(=O)C2=CC(=CC=C2)OC(F)(F)F)OC3=C(C(=NC=C3)N)N
54215021,C1=CN=CC=C1C(=NN)NN
155356813,CNS(=O)(=O)CCC(C1=CN=C(C=C1)N2C=C(C=N2)C3=C(C(=NC=C3)N)N)C(F)(F)F
155356837,CC(C)(C)OC(=O)N(C)CCC(C1=CN=C(C=C1)N2C=C(C=N2)C3=C(C(=NC=C3)N)N)C(F)(F)F
156408760,C1=C(C=C(N=C1C(=O)N)N)N
45122777,C1=CN=C(C=C1/C(=N\N)/N)N
45140733,C1=CC(=CC(=C1)OC(F)(F)F)C(=O)NC2=C(C=CC(=C2)OC3=C(C(=NC=C3)N)N)Cl
45140917,COC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)OC(F)(F)F)OC3=C(C(=NC=C3)N)N
44186226,C1=CC(=C(C=C1NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)F)OC3=C(C(=NC=C3)N)N
155356302,C1=CN=C(C(=C1C2=CN(N=C2)C(=O)NCC(F)(F)F)N)N
155356318,C1=CC(=NC=C1C(C(F)(F)F)OCC#N)N2C=C(C=N2)C3=C(C(=NC=C3)N)N
155356838,CN1CCC(CC1)C(C2=CN=C(C=C2)N3C=C(C=N3)C4=C(C(=NC=C4)N)N)(C(F)(F)F)O
45091323,CC(COC1=C(C=C(C=N1)N)N)O
59999676,C1=CC(=C(N=C1)/C(=N/N)/N)N
89853812,C[C@@H]1CC[C@@H](CN1C2=NC(=C(C=C2)N)N)C(=O)N3CCCC3
89854052,C1CCN(C1)C(=O)[C@@H]2CCCN(C2)C3=NC(=C(C=C3)N)N
87540951,C1=CC(=NC=C1/C(=N/N)/N)N
87131045,C1=CN=C(C(=C1N)N)S(=O)(=O)O
89664564,CC(=O)C1=NC=C(C(=C1)N)N
87768900,C1=CC(=C([N+](=C1)N)N)C#N
87768898,C1=CC(=C([N+](=C1)C#N)N)N
156332940,CC1=CC(=C(C(=C1)C)S(=O)(=O)[O-])C.COC(=O)C1=C[N+](=C(C=C1)N)N
155356471,CC(=O)N1CCC(CC1)C(C2=CN=C(C=C2)N3C=C(C=N3)C4=C(C(=NC=C4)N)N)(C(F)(F)F)O
155356823,C1CC1NC(=O)NC(C2=CN=C(C=C2)N3C=C(C=N3)C4=C(C(=NC=C4)N)N)C(F)(F)F
130594031,C1=CN=C(C(=C1N)N)OCCO
129867212,C1=CC(N(C(=C1)NC(=O)C2=CC=NC=C2)C(=O)C3=CC=NC=C3)N
121249731,CC1=C(C=CC=C1NC(=O)C2=CC=C(C=C2)C(C)(C)C)C3=C(C(=NC=C3)N)N
121249959,CC(C)(C)OC(=O)NC1(CC1)C2=C(C=C(C=C2)C3=C(C(=NC=C3)N)N)F
129925648,C1=C(C(=NC(=C1C(=O)O)N)N)C(=O)O
177943114,COC(=O)C1=NC=CC(=C1N)N
152834840,C1=CC(=CC=C1C=CC2=CC(=[NH+]C(=C2)N)N)O
174473851,COC(=O)C1=C(C=CN=C1N)N
146608595,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)C(=N)C3=C(C=CN=C3N)N
146609343,CC1=C(C=CC(=C1)C(=O)NC2=CC=CC=N2)C(=N)C3=C(C=CN=C3N)N
150418426,C1=C(C(=C(C(=N1)C(=O)O)C(=O)O)N)N
42626127,CC(C)(C)OC(=O)NC1=CC=C(C=C1)SC2=C(C(=NC=C2)N)N
146609341,CC1=CC(=NC=C1)NC(=O)C2=CC=C(C=C2)C(=N)C3=C(C=CN=C3N)N
151407614,C1=CN=CC=C1N(N)N
42625415,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)OC3=C(C(=NC=C3)N)N
129185213,C1=CC=NC(=C1)C(=O)N(N)N
130054730,C1=C(C(=C(C=N1)N)N)C#N
130431732,C1=CC=C(C=C1)C(CNC(=O)C(C2=CC=CC=C2)(F)F)C3=CC(=NC(=C3)N)N
130115358,CCOC(=O)C1=C(C=CC(=N1)N)N
5330818,C1=CC(=C(C(=C1)F)C(=O)C2=C(N=C(C=C2)NC3=CC=C(C=C3)C(=O)O)N)F
5330822,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2NC3=NC(=C(C=C3)C(=O)C4=C(C=CC=C4F)F)N
5330826,C1=CC(=C(C(=C1)F)C(=O)C2=C(N=C(C=C2)NC3=CC=C(C=C3)[N+](=O)[O-])N)F
5330830,CN(C)S(=O)(=O)C1=CC=C(C=C1)NC2=NC(=C(C=C2)C(=O)C3=C(C=CC=C3F)F)N
5330834,CN(C)S(=O)(=O)C1=CC=C(C=C1)NC2=NC(=C(C=C2)C(=O)C3=CC=CC=C3)N
5330838,CN(C)S(=O)(=O)C1=CC=C(C=C1)NC2=NC(=C(C=C2)C(=O)C3=CC=CS3)N
5330846,CCCCOC1=CC(=NC(=C1C(=O)C2=C(C=CC=C2F)F)N)NC3=CC=C(C=C3)S(=O)(=O)N(C)C
10681917,C1=CC(=C([N+](=C1)CCOCP(=O)(O)[O-])N)N
5330815,C1=CC=C(C=C1)NC2=NC(=C(C=C2)C(=O)C3=C(C=CC=C3F)F)N
5330819,C1=CC=C(C(=C1)NC2=NC(=C(C=C2)C(=O)C3=C(C=CC=C3F)F)N)[N+](=O)[O-]
5330823,C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2NC3=NC(=C(C=C3)C(=O)C4=C(C=CC=C4F)F)N
5330827,C1=CC(=C(C(=C1)F)C(=O)C2=C(N=C(C=C2)NC3=CC=C(C=C3)N)N)F
5330831,C1=CC=C(C=C1)CN(CC2=CC=CC=C2)S(=O)(=O)C3=CC=C(C=C3)NC4=NC(=C(C=C4)C(=O)C5=C(C=CC=C5F)F)N
5330835,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)NC2=NC(=C(C=C2)C(=O)C3=CC=CC=C3)N
5330839,C1=CC=NC(=C1)NC2=NC(=C(C=C2)C(=O)C3=C(C=CC=C3F)F)N
5330843,C1=COC(=C1)C(=O)C2=C(N=C(C=C2)N)N
5330847,CCCCOC1=CC(=NC(=C1C(=O)C2=C(C=CC=C2F)F)N)NC3=CC=C(C=C3)S(=O)(=O)N
44186023,C1=CC(=C(C=C1NC(=O)NC2=C(C=C(C=C2)OC3=C(C(=NC=C3)N)N)C(F)(F)F)C(F)(F)F)Cl
44186167,CC1=C(C=CC(=C1C)OC2=C(C(=NC=C2)N)N)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
44186227,CC1=C(C=CC(=C1)OC2=C(C(=NC=C2)N)N)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
58932931,C1=C(C(=CN=C1C(=O)O)N)N
58945253,CC(=O)[N+]1=CC(=CC(=C1)N)N
59337722,C1=CC(=NC(=C1N)N)C(=O)N
71627101,COC(=O)C1=CN=C(C=C1N)N
72213472,CC(C)(C)OC(=O)N1CCC(CC1)C2=NC(=C(C=C2)N)N
91437237,C1=C[N+](=CC(=C1N)N)OC(=O)CCC(=O)O
82253990,C1=C(C=NC(=C1N)N)S
136821473,C1CCC(CC1)NS(=O)(=O)[O-].C1=COC(=C1)C(=O)NC2=C([NH+]=C(C=C2)N)N
136821797,CC(=O)NC1=C([NH+]=C(C=C1)N)N.[Cl-]
144308366,CC.C1=CC(=C(N=C1C=O)N)N
103689340,COC(=O)C1=CC(=NC=C1N)N
136821919,C1=CC=C2C(=C1)C(=NNC2=O)C3=C([NH+]=C(C=C3)N)N.[Cl-]
136821959,CC1=C(C(=NO1)C)C(=O)NC2=C([NH+]=C(C=C2)N)N.[Cl-]
144419698,C1=C(C=C(C=C1F)S)F.C1=C(C=NC(=C1C(=N)N)N)N
143647940,C1=CC=C(C=C1)COC2=CC=C(C=C2)CC(=N)SC(=N)C3=C(N=C(C=C3)N)N
166381722,CC1(C(CC1NC(=O)C2=CC=CN3C2=CC=N3)CNC(=O)C4=NC(=C(C=C4)N)N)C
165444547,CC1CN(CCN1C2=NC=C(C(=C2)N)N)C(=O)OC(C)(C)C
168451171,C1CC(=CC(=O)C1)C2=CC(=C(N=C2)N)N
168309877,C1=CC(=[NH+]C(=C1)N)N.C1=CC(=[NH+]C(=C1)N)N.[OH3+].[OH3+].[OH3+].[OH3+].[OH3+].[OH3+].O.O.[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Co+2]
165747758,C1=CN=C(C(=C1N)N)OCCCO
45140731,CC1=C(C=C(C=C1)OC2=C(C(=NC=C2)N)N)NC(=O)C3=CC(=CC=C3)OC(F)(F)F
45140735,C1=CC(=CC(=C1)OC(F)(F)F)C(=O)NC2=CC(=C(C=C2Cl)Cl)OC3=C(C(=NC=C3)N)N
45140919,C1=CC(=CC(=C1)OC(F)(F)F)C(=O)NC2=CC(=C(C(=C2F)F)F)OC3=C(C(=NC=C3)N)N
165748238,C1CN(C1C(=O)N)C2=NC=CC(=C2N)N
166208380,C1C2CC3CC1CC(C2)(C3)N4C5=CC=CC=C5N=C4CSC6=C(C(=CC(=N6)N)N)C#N
58208398,CCOC(=O)C1=C([N+](=CC=C1)N)N
165008981,[Li+].C.C1CCN(C(C1)C2=CC=CC=C2)C(=O)C(=O)NC3=CC(=C(N=C3)N)C(=O)N.C1CCN(C(C1)C2=CC=CC=C2)C(=O)C(=O)[O-].C1=C(C=NC(=C1C(=O)N)N)N.C1=C(C=NC(=C1C(=O)N)N)[NH2+][O-].C1=C(C=NC(=C1C(=O)O)Cl)[NH2+][O-].C1=C(C=NC(=C1C(=O)Cl)Cl)[NH2+][O-].N.O.O.O.O=S(Cl)Cl
58024288,C1=CN=C(C(=C1OC2=C(C=C(C(=C2)NC(=O)C(F)(F)F)Cl)Cl)N)N
165444546,C1CS(=O)(=O)CCN1C2=NC=C(C(=C2)N)N
167753549,CS(=O)(=O)N1CCCC1C(=O)NC2CC3(CCN(C3)C(=O)C4=NC(=C(C=C4)N)N)OC5=CC=CC=C25
167755277,C1[C@H]([C@@H](CN1C(=O)C2=NC(=C(C=C2)N)N)O)NC(=O)C3=C(C4=CC=CC=C4O3)CO
167763381,CCN1CCCCC1C(=O)NCC2(CCN(C2)C(=O)C3=NC(=C(C=C3)N)N)F
