name,SMILES,MinPartialCharge,MaxAbsPartialCharge,StdPartialCharge,ChargeRange,N_O_MinCharge,Frac_NegativeAtoms,PEOE_VSA1,PEOE_VSA14,N_coord,O_coord,coord_types,MolecularWeight,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,FormalCharge,Complexity,LogP,MolarRefractivity,RingCount,AromaticRing,HeteroRing,FSP3
Dithizone,C1=CC=C(C=C1)NNC(=S)N=NC2=CC=CC=C2,-0.2989493734924951,0.2989493734924951,0.1144891541959834,0.5308607545415257,-0.2989493734924951,0.8333333333333334,0.0,0.0,4,0,1,256.334,48.78,2,3,3,18,0,506.2492784614167,3.671900000000001,76.75640000000001,2,2,0,0.0
Glycine,C(C(=O)O)N,-0.4802971300243957,0.4802971300243957,0.2907243924090027,0.7970531084299816,-0.4802971300243957,0.6,10.84019487200289,5.969305287951849,1,1,2,75.06700000000001,63.31999999999999,2,2,1,5,0,35.302968908806456,-0.9703,16.6902,0,0,0,0.5
4-chlorobenzoic acid,C1=CC(=CC=C1C(=O)O)Cl,-0.4776392409451694,0.4776392409451694,0.1977558273342976,0.8128192340784359,-0.4776392409451694,0.7,5.106527394840706,5.969305287951849,0,1,1,156.56799999999998,37.3,1,1,1,10,0,228.7201524320101,2.0382,38.4113,1,1,0,0.0
2-hydroxyethyl acrylate,C=CC(=O)OCCO,-0.4601014173818816,0.4601014173818816,0.2525095220155585,0.7898236069242813,-0.4601014173818816,0.5,9.843390348640757,5.969305287951849,0,1,1,116.116,46.53,1,3,3,8,0,80.03910001730776,-0.2921000000000001,28.241799999999987,0,0,0,0.4
4-methoxyphenylacetic acid,COC1=CC=C(C=C1)CC(=O)O,-0.4967682154661269,0.4967682154661269,0.225494662892428,0.8040830114548168,-0.4967682154661269,0.6666666666666666,9.843390348640757,5.969305287951849,0,1,1,166.176,46.53,1,2,3,12,0,253.87172876640184,1.3223,44.33380000000002,1,1,0,0.2222222222222222
2-methylimidazole,CC1=NC=CN1,-0.3488257917132755,0.3488257917132755,0.1646072959486987,0.4511809057004158,-0.3488257917132755,0.5,4.9839785209472085,0.0,1,0,1,82.106,28.68,1,1,0,6,0,103.59873053015828,0.7181199999999999,23.324699999999996,1,1,1,0.25
perylenediimide,C1=CC2=C3C(=CC=C4C3=C1C5=C6C4=CC=C7C6=C(C=C5)C(=O)NC7=O)C(=O)NC2=O,-0.2881416716408688,0.2881416716408688,0.155789234515833,0.546409005298477,-0.2881416716408688,0.6666666666666666,0.0,0.0,0,4,1,390.3540000000001,92.34,2,4,0,30,0,1443.4518623680283,3.504400000000003,111.24540000000007,7,5,2,0.0
phenylbenzimidazole sulfonic acid,C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)S(=O)(=O)O,-0.3379141164057547,0.3379141164057547,0.1495024833263662,0.6320054845698473,-0.3379141164057547,0.6842105263157895,4.9839785209472085,0.0,1,0,1,274.301,83.05,2,3,2,19,0,812.8606310706791,2.4765999999999995,71.34430000000003,3,3,1,0.0
N-(4-acetylphenyl)maleimide,CC(=O)C1=CC=C(C=C1)N2C(=O)C=CC2=O,-0.2945121855880979,0.2945121855880979,0.1667412086526801,0.5522260842126583,-0.2945121855880979,0.5625,0.0,0.0,0,3,1,215.20799999999997,54.45,0,3,2,16,0,465.2745249269933,1.3185999999999998,58.07950000000002,2,1,1,0.0833333333333333
4-fluoroaniline,C1=CC(=CC=C1N)F,-0.3987260786638387,0.3987260786638387,0.1503238766745539,0.5215849214643252,-0.3987260786638387,0.75,5.733667477162185,0.0,1,0,1,111.119,26.02,1,1,0,8,0,138.89811391899892,1.4079000000000002,30.8124,1,1,0,0.0
Dithiooxamide,C(=S)(C(=S)N)N,-0.3875248031064671,0.3875248031064671,0.2142240063704844,0.5183340780357536,-0.3875248031064671,0.6666666666666666,11.46733495432437,0.0,2,0,1,120.20200000000004,52.04,2,2,0,6,0,66.03910001730776,-0.4413999999999999,33.5708,0,0,0,0.0
4-hydroxybenzaldehyde,C1=CC(=CC=C1C=O)O,-0.5079662192772983,0.5079662192772983,0.1941695393773536,0.6575187987060189,-0.5079662192772983,0.6666666666666666,5.106527394840706,0.0,0,1,1,122.12299999999996,37.3,1,2,1,9,0,193.78322454351996,1.2046999999999997,33.4943,1,1,0,0.0
l-glutathione,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,-0.4800862864621305,0.4800862864621305,0.2559693158765526,0.8025569934898353,-0.4800862864621305,0.55,26.58029947485626,11.9386105759037,1,4,2,307.32800000000003,158.82000000000002,6,6,9,20,0,356.23460010384656,-2.2060999999999984,71.27440000000003,0,0,0,0.6
phenylacetonitrile,C1=CC=C(C=C1)CC#N,-0.1979745904989837,0.1979745904989837,0.0732656243806326,0.2648960421684667,-0.1979745904989837,0.7777777777777778,0.0,0.0,1,0,1,117.15099999999998,23.79,0,1,1,9,0,203.22996149735155,1.75268,35.75900000000001,1,1,0,0.125
2-naphthylacetonitrile,C1=CC=C2C=C(C=CC2=C1)CC#N,-0.1979745875954101,0.1979745875954101,0.0616091922498401,0.2648964160118563,-0.1979745875954101,0.8461538461538461,0.0,0.0,1,0,1,167.21099999999996,23.79,0,1,1,13,0,460.6671592888754,2.9058800000000007,53.26500000000002,2,2,0,0.0833333333333333
"4-(N, N-Diphenylamino) benzaldehyde",C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=O,-0.3105059188198001,0.3105059188198001,0.0981915219379757,0.4600565148748162,-0.3105059188198001,0.7619047619047619,4.899909730850478,0.0,1,1,2,273.33500000000004,20.31,0,2,4,21,0,654.5417231054346,4.968900000000003,86.51250000000006,3,3,0,0.0
4-Biphenylcarbaldehyde,C1=CC=C(C=C1)C2=CC=C(C=C2)C=O,-0.2978964056982024,0.2978964056982024,0.0877689196168304,0.4474451517855799,-0.2978964056982024,0.8571428571428571,0.0,0.0,0,1,1,182.222,17.07,0,1,2,14,0,409.5511153401612,3.166100000000002,57.26550000000002,2,2,0,0.0
4-Acetylbiphenyl,CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,-0.2945122011819396,0.2945122011819396,0.0865857331894865,0.4538114153667515,-0.2945122011819396,0.8666666666666667,0.0,0.0,0,1,1,196.249,17.07,0,1,2,15,0,449.1568006343688,3.5562000000000022,61.88250000000004,2,2,0,0.0714285714285714
4-Aminobenzenesulfonic acid,C1=CC(=CC=C1N)S(=O)(=O)O,-0.3987277131397739,0.3987277131397739,0.180236203523235,0.69274077248385,-0.3987277131397739,0.7272727272727273,5.733667477162185,0.0,1,0,1,173.19299999999998,80.39,2,3,1,11,0,322.805989195052,0.5154999999999998,40.669,1,1,0,0.0
sulfamide ,NS(=O)(=O)N,-0.2159291710681109,0.271320284051838,0.1910678342710138,0.487249455119949,-0.2159291710681109,0.8,0.0,0.0,0,0,0,96.111,86.18,2,2,0,5,0,83.20671786825557,-1.8514,17.294600000000003,0,0,0,0.0
L-aspartate,C([C@@H](C(=O)O)N)C(=O)O,-0.481175383236989,0.481175383236989,0.2978619523786492,0.8017534903072712,-0.481175383236989,0.5555555555555556,15.946722266843596,11.9386105759037,1,2,2,133.103,100.62,3,3,3,9,0,120.0,-1.1269999999999998,27.864,0,0,0,0.5
tri(2-thienyl)benzene,C1=CSC(=C1)C2=CC(=CC(=C2)C3=CC=CS3)C4=CC=CS4,-0.1438436368419918,0.1438436368419918,0.0513842235664252,0.1781072168634101,0.0,0.8571428571428571,0.0,0.0,0,0,0,324.495,0.0,0,3,3,21,0,683.307580226806,6.872100000000004,96.38100000000004,4,4,3,0.0
"2-[N,N-bi(trifluoromethylsulfonyl)amino]pyridine",C1=CC=NC(=C1)N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,-0.2371859263349524,0.5173010443766622,0.236815797084133,0.7544869707116146,-0.2371859263349524,0.7142857142857143,0.0,31.06324330934368,1,0,1,358.241,84.41,0,5,3,21,0,620.6454725425933,1.5872000000000002,56.6656,1,1,1,0.2857142857142857
oteracil potassium,C1(=NC(=O)NC(=O)N1)C(=O)[O-].[K+],-0.541547015427677,1.0,0.4230172454698642,1.541547015427677,-0.541547015427677,0.5833333333333334,9.901064578912528,62.76402170269358,1,1,2,195.17499999999995,118.74,2,5,1,12,0,343.26505075184224,-6.174300000000001,29.808899999999998,1,1,1,0.0
potassium cinnamate,C1=CC=C(C=C1)C=CC(=O)[O-].[K+],-0.5454669718268075,1.0,0.3657860305672634,1.5454669718268077,-0.5454669718268075,0.8333333333333334,9.901064578912528,51.38453490628663,0,1,1,186.251,40.13,0,2,2,12,0,254.62661626856533,-2.5462999999999987,40.48300000000002,1,1,0,0.0
D-2-Aminobutanedioic acid,C(C(C(=O)O)N)C(=O)O,-0.481175383236989,0.481175383236989,0.2978619523786492,0.8017534903072712,-0.481175383236989,0.5555555555555556,15.946722266843596,11.9386105759037,1,2,2,133.103,100.62,3,3,3,9,0,120.0,-1.1269999999999998,27.864,0,0,0,0.5
"3,4,5,6-tetrafluorophthalic acid",C1(=C(C(=C(C(=C1F)F)F)F)C(=O)O)C(=O)O,-0.4775412968520466,0.4775412968520466,0.2640903582107675,0.8168487186480118,-0.4775412968520466,0.5,10.213054789681411,11.9386105759037,0,2,1,238.092,74.6,2,2,2,16,0,428.5470570439152,1.6394000000000002,40.1926,1,1,0,0.0
502 adhesive,CCOC(=O)C(=C)C#N,-0.4618838282515298,0.4618838282515298,0.2264677910000291,0.8096314579006467,-0.4618838282515298,0.5555555555555556,4.736862953800049,5.969305287951849,1,1,2,125.127,50.09,0,3,2,9,0,155.36734879116756,0.6292800000000001,31.385999999999992,0,0,0,0.3333333333333333
"3,5-difluorobenzenesulfonamide",C1=C(C=C(C=C1F)S(=O)(=O)N)F,-0.2246253160922838,0.2377574638110461,0.1580402154350883,0.46238277990333,-0.2246253160922838,0.5833333333333334,0.0,0.0,0,0,0,193.174,60.16,1,2,1,12,0,358.249379292522,0.6122000000000003,37.7312,1,1,0,0.0
"2,6-difluorobenzenesulfonamide",C1=CC(=C(C(=C1)F)S(=O)(=O)N)F,-0.2244409635205838,0.2434050802026373,0.1662978799000056,0.4678460437232212,-0.2244409635205838,0.6666666666666666,0.0,0.0,0,0,0,193.17399999999995,60.16,1,2,1,12,0,358.249379292522,0.6122000000000003,37.7312,1,1,0,0.0
2-chlorothiazole-4-carboxylic acid,C1=C(N=C(S1)Cl)C(=O)O,-0.4764867053382339,0.4764867053382339,0.2402998420601407,0.8314119693773552,-0.4764867053382339,0.5555555555555556,5.106527394840706,5.969305287951849,1,1,2,163.585,50.19,1,3,1,9,0,215.6971115223361,1.4947,34.083299999999994,1,1,1,0.0
"2,5-thiophenedicarboxylic acid",C1=C(SC(=C1)C(=O)O)C(=O)O,-0.4770495771902679,0.4770495771902679,0.2712903073072106,0.8224322210181805,-0.4770495771902679,0.6363636363636364,10.213054789681411,11.9386105759037,0,2,1,172.16099999999997,74.6,2,3,2,11,0,258.2418843118329,1.1445,38.2376,1,1,1,0.0
phenylalanine,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,-0.4800777002034423,0.4800777002034423,0.1937115069997252,0.8003932018430024,-0.4800777002034423,0.8333333333333334,10.84019487200289,5.969305287951849,1,1,2,165.19199999999998,63.31999999999999,2,2,3,12,0,246.0006372810443,0.641,45.75720000000001,1,1,0,0.2222222222222222
phenylphosphonic acid,C1=CC=C(C=C1)P(=O)(O)O,-0.3210391490269411,0.3557121510544099,0.1898160563214276,0.676751300081351,-0.3210391490269411,0.8,9.78682320550495,7.595762326787885,0,0,0,158.093,57.53,2,1,1,10,0,238.00063728104428,0.4895999999999998,38.120100000000015,1,1,0,0.0
"furan-2,5-dicarboxylic acid",C1=C(OC(=C1)C(=O)O)C(=O)O,-0.4753728946230654,0.4753728946230654,0.3137574083199722,0.846688934407817,-0.4753728946230654,0.6363636363636364,14.63020572673476,11.9386105759037,0,2,1,156.09299999999996,87.74,2,3,2,11,0,258.2418843118329,0.676,32.62659999999999,1,1,1,0.0
l-glutathione,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,-0.4800862864621305,0.4800862864621305,0.2559693158765526,0.8025569934898353,-0.4800862864621305,0.55,26.58029947485626,11.9386105759037,1,4,2,307.32800000000003,158.82000000000002,6,6,9,20,0,356.23460010384656,-2.2060999999999984,71.27440000000003,0,0,0,0.6
l-Theanine,CCNC(=O)CC[C@@H](C(=O)O)N,-0.4800862864621434,0.4800862864621434,0.2360502378827688,0.8000691321154891,-0.4800862864621434,0.5833333333333334,16.156983476009223,5.969305287951849,1,2,2,174.2,92.42,3,3,5,12,0,153.42124551085624,-0.6853999999999989,43.5289,0,0,0,0.7142857142857143
Malonamide,C(C(=O)N)C(=O)N,-0.3692314443218015,0.3692314443218015,0.2566281428238656,0.5955784917863767,-0.3692314443218015,0.5714285714285714,11.46733495432437,0.0,0,2,1,102.093,86.18,2,2,2,7,0,76.2114326716684,-1.6528999999999998,23.005800000000004,0,0,0,0.3333333333333333
5-(Fmoc-amino) valeric acid,C1=CC=C2C(=C1)C(C3=CC=CC=C32)COC(=O)NCCCCC(=O)O,-0.4812303832060013,0.4812303832060013,0.1868549216225811,0.8878879611385868,-0.4812303832060013,0.76,15.160178952647083,12.062545358890263,0,2,1,339.39100000000013,75.63,2,3,7,25,0,704.6385569005646,3.780000000000001,94.55850000000008,3,2,0,0.3
