Compound_CID,SMILES,MinPartialCharge,MaxAbsPartialCharge,StdPartialCharge,ChargeRange,N_O_MinCharge,Frac_NegativeAtoms,PEOE_VSA1,PEOE_VSA14,N_coord,O_coord,coord_types,MolecularWeight,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,FormalCharge,Complexity,LogP,MolarRefractivity,RingCount,AromaticRing,HeteroRing,FSP3,rdkit_ok,fail_reason
277397,COC1=C(C=CC(=C1)C=NCC2=CC=CC=C2)O,-0.5042543335549051,0.5042543335549051,0.17997944469244606,0.6648820167607682,-0.5042543335549051,0.7222222222222222,9.843390348640755,0.0,1.0,0.0,1.0,241.28999999999996,41.82,1.0,3.0,4.0,18.0,0.0,520.9895034570898,3.019900000000001,72.39880000000002,2.0,2.0,0.0,0.13333333333333333,1,
279126,CNCC1=CC=CC=C1CC2=CC=CC=C2,-0.31568473714311696,0.31568473714311696,0.07013605813867584,0.3361695226811008,-0.31568473714311696,0.9375,5.316788604006331,0.0,1.0,0.0,1.0,211.30799999999996,12.03,1.0,1.0,4.0,16.0,0.0,428.80111534016123,2.9968000000000012,68.45370000000004,2.0,2.0,0.0,0.2,1,
290996,C1=CC=C(C=C1)CN=C(C2=CC=CC=C2)C3=CC=CC=C3,-0.2793586317522159,0.2793586317522159,0.0646295510680961,0.3516112970997998,-0.2793586317522159,0.8095238095238095,0.0,0.0,1.0,0.0,1.0,271.363,12.36,0.0,1.0,4.0,21.0,0.0,653.296610607598,4.724200000000004,88.66900000000004,3.0,3.0,0.0,0.05,1,
28965718,CC(C)COC1=C(C=C(C=C1)CN)F,-0.49025300133396327,0.49025300133396327,0.17084519035280812,0.6551373245604817,-0.49025300133396327,0.7142857142857143,10.470530430962235,0.0,1.0,0.0,1.0,197.25299999999996,35.25,1.0,2.0,4.0,14.0,0.0,284.08982642577905,2.3192000000000004,54.62440000000003,1.0,1.0,0.0,0.45454545454545453,1,
28966210,C1=CC=C(C(=C1)CN)OC2=CC(=CC=C2)Cl,-0.4569854432753506,0.4569854432753506,0.14358593693158248,0.5883918444377678,-0.4569854432753506,0.6875,10.470530430962235,0.0,1.0,0.0,1.0,233.698,35.25,1.0,2.0,3.0,16.0,0.0,468.96945595724,3.591000000000001,65.85940000000002,2.0,2.0,0.0,0.07692307692307693,1,
28966254,COC1=CC=C(C=C1)OC2=C(C=C(C=C2)CN)F,-0.4967638004396658,0.4967638004396658,0.18885276399117257,0.662305492192477,-0.4967638004396658,0.6666666666666666,15.207393384762284,0.0,1.0,0.0,1.0,247.26899999999995,44.480000000000004,1.0,3.0,4.0,18.0,0.0,506.06156158487636,3.085300000000001,67.35940000000002,2.0,2.0,0.0,0.14285714285714285,1,
28966390,C1=CC(=CC=C1CN)OC2=C(C=C(C=C2)Br)Cl,-0.45580922756439235,0.45580922756439235,0.14200031098449328,0.6013985646207937,-0.45580922756439235,0.7058823529411765,10.470530430962235,0.0,1.0,0.0,1.0,312.59399999999994,35.25,1.0,2.0,3.0,17.0,0.0,491.94680188914634,4.353500000000001,73.55940000000002,2.0,2.0,0.0,0.07692307692307693,1,
28967054,CC1=CC(=CC(=C1OCCOC)C)CN,-0.49063747666057755,0.49063747666057755,0.17584590793270233,0.6153851405957669,-0.49063747666057755,0.6666666666666666,15.207393384762284,0.0,1.0,0.0,1.0,209.28899999999996,44.480000000000004,1.0,3.0,5.0,15.0,0.0,286.8095034459552,1.78734,61.17840000000004,1.0,1.0,0.0,0.5,1,
28971093,CCCOC1=CC=C(C=C1)OC2=CC=C(C=C2)CN,-0.4936080072083534,0.4936080072083534,0.17172011328506553,0.6208071464416068,-0.4936080072083534,0.7368421052631579,15.207393384762284,0.0,1.0,0.0,1.0,257.33299999999997,44.480000000000004,1.0,3.0,6.0,19.0,0.0,476.45168939130986,3.7264000000000017,76.63540000000005,2.0,2.0,0.0,0.25,1,
28755594,CC(C)(C)C(=O)N(C)C1=CC=C(C=C1)CN,-0.32649748559982106,0.32649748559982106,0.137219530420132,0.5580929767385503,-0.32649748559982106,0.6875,10.633577208012664,0.0,1.0,1.0,2.0,220.316,46.33,1.0,2.0,2.0,16.0,0.0,348.6198546642957,2.1542000000000003,67.19840000000003,1.0,1.0,0.0,0.46153846153846156,1,
67246780,CC(=O)OC(F)(F)F.COC1=C(C=CC(=C1)CN)C2=C(N=CC(=C2)Cl)OC,-0.4960991046543154,0.5747018907816688,0.22475389813155772,1.070800995435984,-0.4960991046543154,0.5555555555555556,19.944256338562333,12.331664146982233,2.0,1.0,2.0,406.7880000000002,83.67,1.0,6.0,4.0,27.0,0.0,741.1190068919104,3.9472000000000023,93.49940000000004,2.0,2.0,1.0,0.29411764705882354,1,
67409498,C1CCN(C1)CC2=NOC3=C2C=CC(=C3)OC4=C(C=C(C=C4)F)CN,-0.4568903618066672,0.4568903618066672,0.15900454703224065,0.6272958515975501,-0.4568903618066672,0.6,14.993625367935582,0.0,3.0,0.0,1.0,341.3860000000001,64.52,1.0,5.0,5.0,25.0,0.0,858.8757374499546,3.8137000000000016,92.88540000000005,4.0,3.0,2.0,0.3157894736842105,1,
67416422,C[C@@H]1CN(CCN1)C2=CC=CC=C2CN,-0.3684462516026172,0.3684462516026172,0.13519389128624412,0.4096704793294451,-0.3684462516026172,0.6,15.950365812018994,0.0,3.0,0.0,1.0,205.30499999999998,41.29,2.0,3.0,2.0,15.0,0.0,313.56927845028224,0.9433999999999998,64.01110000000004,2.0,1.0,1.0,0.5,1,
67006531,CC1=C(C=CC=C1Br)CN.Cl,-0.32648791767231705,0.32648791767231705,0.09180857175021116,0.3472094295504713,-0.32648791767231705,0.8181818181818182,5.733667477162185,0.0,1.0,0.0,1.0,236.54,26.02,1.0,1.0,1.0,11.0,0.0,223.47996149735152,2.6380200000000005,54.01840000000002,1.0,1.0,0.0,0.25,1,
67355550,COC1=CC(=C(C(=C1)Cl)CN)Cl.Cl,-0.49665699014825276,0.49665699014825276,0.16728027222159908,0.6180111594284414,-0.49665699014825276,0.5384615384615384,10.470530430962235,0.0,1.0,0.0,1.0,242.533,35.25,1.0,2.0,2.0,13.0,0.0,248.361953762075,2.8825000000000007,58.15340000000002,1.0,1.0,0.0,0.25,1,
67018367,C1=CC=C(C(=C1)CN)SC2=CNC3=C2C=C(C=C3)F,-0.3600499282034005,0.3600499282034005,0.118453879102017,0.4835495346925094,-0.3600499282034005,0.631578947368421,10.717645998109393,0.0,1.0,0.0,1.0,272.348,41.81,2.0,2.0,3.0,19.0,0.0,700.8850971961821,3.916900000000002,76.71310000000001,3.0,3.0,1.0,0.06666666666666667,1,
67059795,C[C@@H](CCC=C(C)C)CCOC1=CC=C(C=C1)CN,-0.4935906301069644,0.4935906301069644,0.13125360776553044,0.6123977578632627,-0.4935906301069644,0.8421052631578947,10.470530430962235,0.0,1.0,0.0,1.0,261.409,35.25,1.0,2.0,8.0,19.0,0.0,365.52971325833266,4.296700000000003,82.27440000000006,1.0,1.0,0.0,0.5294117647058824,1,
66779373,COC1=CC(=CC(=C1OC)OC)C2=CC3=NC=CC(=C3O2)C4=CC=CC(=C4)CN,-0.49268994570895114,0.49268994570895114,0.20409791206596664,0.6954931201983703,-0.49268994570895114,0.5172413793103449,24.36140727561568,0.0,2.0,0.0,1.0,390.4390000000002,79.74,1.0,6.0,6.0,29.0,0.0,1114.8822482161306,4.646300000000004,112.42840000000001,4.0,4.0,2.0,0.17391304347826086,1,
86743656,CC(COC1CCCCO1)C=[N+](CC2=CC=CC=C2)[O-],-0.6237685337836025,0.6237685337836025,0.18880864812590553,0.8017625416109067,-0.6237685337836025,0.65,14.68097893237739,0.0,1.0,0.0,1.0,277.36400000000003,44.53,0.0,3.0,6.0,20.0,0.0,395.30630392157553,2.947000000000002,78.54440000000005,2.0,1.0,1.0,0.5625,1,
86723370,C1C(=NOC1(C2=CC(=CC(=C2)Cl)Cl)C(F)(F)F)C3=CC(=C(C=C3)Cl)CN,-0.3738707581820393,0.4353024808108042,0.1543724702932821,0.8091732389928434,-0.3738707581820393,0.6538461538461539,10.571256060898818,6.176298517443475,2.0,0.0,1.0,423.6490000000001,47.61,1.0,3.0,3.0,26.0,0.0,824.5774117426702,5.687700000000002,95.7774,3.0,2.0,1.0,0.23529411764705882,1,
86081139,CC(=O)O.CS(=O)(=O)C1=CC=CC(=C1)CN,-0.481433475172105,0.481433475172105,0.18807214021985968,0.7811180283303192,-0.481433475172105,0.625,10.84019487200289,0.0,1.0,1.0,2.0,245.29999999999998,97.46,2.0,4.0,2.0,16.0,0.0,426.861044134908,0.6397000000000005,60.75300000000003,1.0,1.0,0.0,0.3,1,
