name,SMILES,MinPartialCharge,MaxAbsPartialCharge,StdPartialCharge,ChargeRange,N_O_MinCharge,Frac_NegativeAtoms,PEOE_VSA1,PEOE_VSA14,N_coord,O_coord,coord_types,MolecularWeight,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,FormalCharge,Complexity,LogP,MolarRefractivity,RingCount,AromaticRing,HeteroRing,FSP3,rdkit_ok,fail_reason
acetic acid,CC(=O)O,-0.481433475172105,0.481433475172105,0.29431570262621665,0.7811180283303192,-0.481433475172105,0.5,5.106527394840706,0.0,0,1,1,60.05200000000001,37.3,1,1,0,4,0,23.019550008653873,0.09089999999999993,13.309800000000001,0,0,0,0.5,1,
pyridine,C1=CC=NC=C1,-0.264736970888988,0.264736970888988,0.0978813970462416,0.2914657391842492,-0.264736970888988,0.6666666666666666,0.0,0.0,1,0,1,79.10199999999998,12.89,0,1,0,6,0,71.96100505779535,1.0816,24.236999999999995,1,1,1,0.0,1,
"2,2'-Bipyridine",C1=CC=NC(=C1)C2=CC=CC=N2,-0.2546211197806089,0.2546211197806089,0.10594125863583273,0.34318109972307553,-0.2546211197806089,0.6666666666666666,0.0,0.0,2,0,1,156.188,25.78,0,2,1,12,0,297.4313204906765,2.1435999999999993,47.46800000000002,2,2,2,0.0,1,
"2,2':6',2''-Terpyridine",C1=CC=NC(=C1)C2=NC(=CC=C2)C3=CC=CC=N3,-0.25462063976016264,0.25462063976016264,0.10820998836213339,0.3440064729303445,-0.25462063976016264,0.6666666666666666,0.0,0.0,3,0,1,233.27400000000003,38.67,0,3,2,18,0,569.7160655475085,3.2056000000000013,70.69900000000003,3,3,3,0.0,1,
Dithizone,C1=CC=C(C=C1)NNC(=S)N=NC2=CC=CC=C2,-0.2989493734924951,0.2989493734924951,0.1144891541959834,0.5308607545415257,-0.2989493734924951,0.8333333333333334,0.0,0.0,4,0,1,256.334,48.78,2,3,3,18,0,506.2492784614167,3.671900000000001,76.75640000000001,2,2,0,0.0,1,
Glycine,C(C(=O)O)N,-0.4802971300243957,0.4802971300243957,0.2907243924090027,0.7970531084299816,-0.4802971300243957,0.6,10.84019487200289,5.969305287951849,1,1,2,75.06700000000001,63.31999999999999,2,2,1,5,0,35.302968908806456,-0.9702999999999999,16.6902,0,0,0,0.5,1,
4-chlorobenzoic acid,C1=CC(=CC=C1C(=O)O)Cl,-0.47763924094516946,0.47763924094516946,0.19775582733429767,0.8128192340784359,-0.47763924094516946,0.7,5.106527394840706,5.969305287951849,0,1,1,156.56799999999998,37.3,1,1,1,10,0,228.7201524320101,2.0382,38.411300000000004,1,1,0,0.0,1,
2-hydroxyethyl acrylate,C=CC(=O)OCCO,-0.4601014173818816,0.4601014173818816,0.25250952201555854,0.7898236069242813,-0.4601014173818816,0.5,9.843390348640755,5.969305287951849,0,1,1,116.11599999999999,46.53,1,3,3,8,0,80.03910001730776,-0.2921000000000001,28.241799999999987,0,0,0,0.4,1,
4-methoxyphenylacetic acid,COC1=CC=C(C=C1)CC(=O)O,-0.49676821546612693,0.49676821546612693,0.225494662892428,0.8040830114548168,-0.49676821546612693,0.6666666666666666,9.843390348640755,5.969305287951849,0,1,1,166.176,46.53,1,2,3,12,0,253.87172876640184,1.3223,44.33380000000002,1,1,0,0.2222222222222222,1,
2-methylimidazole,CC1=NC=CN1,-0.34882579171327555,0.34882579171327555,0.1646072959486987,0.45118090570041586,-0.34882579171327555,0.5,4.9839785209472085,0.0,1,0,1,82.106,28.68,1,1,0,6,0,103.59873053015828,0.7181199999999999,23.324699999999993,1,1,1,0.25,1,
perylenediimide,C1=CC2=C3C(=CC=C4C3=C1C5=C6C4=CC=C7C6=C(C=C5)C(=O)NC7=O)C(=O)NC2=O,-0.28814167164086885,0.28814167164086885,0.15578923451583307,0.546409005298477,-0.28814167164086885,0.6666666666666666,0.0,0.0,0,4,1,390.3540000000001,92.34,2,4,0,30,0,1443.4518623680283,3.504400000000003,111.24540000000007,7,5,2,0.0,1,
phenylbenzimidazole sulfonic acid,C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)S(=O)(=O)O,-0.3379141164057547,0.3379141164057547,0.1495024833263662,0.6320054845698473,-0.3379141164057547,0.6842105263157895,4.9839785209472085,0.0,1,0,1,274.301,83.05,2,3,2,19,0,812.8606310706791,2.4765999999999995,71.34430000000003,3,3,1,0.0,1,
N-(4-acetylphenyl)maleimide,CC(=O)C1=CC=C(C=C1)N2C(=O)C=CC2=O,-0.29451218558809794,0.29451218558809794,0.16674120865268013,0.5522260842126583,-0.29451218558809794,0.5625,0.0,0.0,0,3,1,215.20799999999994,54.45,0,3,2,16,0,465.27452492699325,1.3185999999999998,58.07950000000002,2,1,1,0.08333333333333333,1,
4-fluoroaniline,C1=CC(=CC=C1N)F,-0.3987260786638387,0.3987260786638387,0.1503238766745539,0.5215849214643252,-0.3987260786638387,0.75,5.733667477162185,0.0,1,0,1,111.119,26.02,1,1,0,8,0,138.89811391899892,1.4079000000000002,30.8124,1,1,0,0.0,1,
Dithiooxamide,C(=S)(C(=S)N)N,-0.3875248031064671,0.3875248031064671,0.21422400637048442,0.5183340780357536,-0.3875248031064671,0.6666666666666666,11.46733495432437,0.0,2,0,1,120.20200000000003,52.04,2,2,0,6,0,66.03910001730776,-0.44139999999999996,33.5708,0,0,0,0.0,1,
4-hydroxybenzaldehyde,C1=CC(=CC=C1C=O)O,-0.5079662192772983,0.5079662192772983,0.19416953937735368,0.6575187987060189,-0.5079662192772983,0.6666666666666666,5.106527394840706,0.0,0,1,1,122.12299999999996,37.3,1,2,1,9,0,193.78322454351994,1.2046999999999997,33.494299999999996,1,1,0,0.0,1,
l-glutathione,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,-0.48008628646213053,0.48008628646213053,0.25596931587655264,0.8025569934898353,-0.48008628646213053,0.55,26.58029947485626,11.938610575903699,1,4,2,307.32800000000003,158.82000000000002,6,6,9,20,0,356.23460010384656,-2.2060999999999984,71.27440000000003,0,0,0,0.6,1,
phenylacetonitrile,C1=CC=C(C=C1)CC#N,-0.19797459049898375,0.19797459049898375,0.07326562438063265,0.2648960421684667,-0.19797459049898375,0.7777777777777778,0.0,0.0,1,0,1,117.15099999999998,23.79,0,1,1,9,0,203.22996149735155,1.75268,35.75900000000001,1,1,0,0.125,1,
2-naphthylacetonitrile,C1=CC=C2C=C(C=CC2=C1)CC#N,-0.19797458759541015,0.19797458759541015,0.06160919224984013,0.2648964160118563,-0.19797458759541015,0.8461538461538461,0.0,0.0,1,0,1,167.21099999999996,23.79,0,1,1,13,0,460.6671592888754,2.9058800000000007,53.26500000000002,2,2,0,0.08333333333333333,1,
"4-(N, N-Diphenylamino) benzaldehyde",C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C=O,-0.3105059188198001,0.3105059188198001,0.09819152193797578,0.46005651487481625,-0.3105059188198001,0.7619047619047619,4.899909730850478,0.0,1,1,2,273.33500000000004,20.310000000000002,0,2,4,21,0,654.5417231054346,4.968900000000003,86.51250000000006,3,3,0,0.0,1,
4-Biphenylcarbaldehyde,C1=CC=C(C=C1)C2=CC=C(C=C2)C=O,-0.2978964056982024,0.2978964056982024,0.08776891961683042,0.4474451517855799,-0.2978964056982024,0.8571428571428571,0.0,0.0,0,1,1,182.22199999999998,17.07,0,1,2,14,0,409.55111534016123,3.166100000000002,57.265500000000024,2,2,0,0.0,1,
4-Acetylbiphenyl,CC(=O)C1=CC=C(C=C1)C2=CC=CC=C2,-0.2945122011819396,0.2945122011819396,0.0865857331894865,0.45381141536675157,-0.2945122011819396,0.8666666666666667,0.0,0.0,0,1,1,196.249,17.07,0,1,2,15,0,449.15680063436884,3.5562000000000022,61.882500000000036,2,2,0,0.07142857142857142,1,
4-Aminobenzenesulfonic acid,C1=CC(=CC=C1N)S(=O)(=O)O,-0.39872771313977395,0.39872771313977395,0.18023620352323502,0.69274077248385,-0.39872771313977395,0.7272727272727273,5.733667477162185,0.0,1,0,1,173.19299999999998,80.39,2,3,1,11,0,322.805989195052,0.5154999999999998,40.669000000000004,1,1,0,0.0,1,
sulfamide ,NS(=O)(=O)N,-0.21592917106811094,0.27132028405183806,0.19106783427101381,0.487249455119949,-0.21592917106811094,0.8,0.0,0.0,0,0,0,96.111,86.18,2,2,0,5,0,83.20671786825557,-1.8514,17.294600000000003,0,0,0,0.0,1,
L-aspartate,C([C@@H](C(=O)O)N)C(=O)O,-0.48117538323698905,0.48117538323698905,0.29786195237864926,0.8017534903072712,-0.48117538323698905,0.5555555555555556,15.946722266843596,11.938610575903699,1,2,2,133.103,100.61999999999999,3,3,3,9,0,120.0,-1.1269999999999998,27.863999999999997,0,0,0,0.5,1,
tri(2-thienyl)benzene,C1=CSC(=C1)C2=CC(=CC(=C2)C3=CC=CS3)C4=CC=CS4,-0.1438436368419918,0.1438436368419918,0.05138422356642527,0.17810721686341013,,0.8571428571428571,0.0,0.0,0,0,0,324.495,0.0,0,3,3,21,0,683.307580226806,6.872100000000004,96.38100000000003,4,4,3,0.0,1,
"2-[N,N-bi(trifluoromethylsulfonyl)amino]pyridine",C1=CC=NC(=C1)N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,-0.23718592633495245,0.5173010443766622,0.23681579708413306,0.7544869707116146,-0.23718592633495245,0.7142857142857143,0.0,31.063243309343676,1,0,1,358.241,84.41,0,5,3,21,0,620.6454725425933,1.5872000000000002,56.6656,1,1,1,0.2857142857142857,1,
oteracil potassium,C1(=NC(=O)NC(=O)N1)C(=O)[O-].[K+],-0.541547015427677,1.0,0.42301724546986424,1.541547015427677,-0.541547015427677,0.5833333333333334,9.901064578912528,62.76402170269358,1,1,2,195.17499999999995,118.74000000000001,2,5,1,12,0,343.26505075184224,-6.174300000000001,29.808899999999994,1,1,1,0.0,1,
potassium cinnamate,C1=CC=C(C=C1)C=CC(=O)[O-].[K+],-0.5454669718268075,1.0,0.3657860305672634,1.5454669718268075,-0.5454669718268075,0.8333333333333334,9.901064578912528,51.38453490628663,0,1,1,186.25099999999998,40.129999999999995,0,2,2,12,0,254.62661626856533,-2.5462999999999987,40.48300000000002,1,1,0,0.0,1,
D-2-Aminobutanedioic acid,C(C(C(=O)O)N)C(=O)O,-0.48117538323698905,0.48117538323698905,0.29786195237864926,0.8017534903072712,-0.48117538323698905,0.5555555555555556,15.946722266843596,11.938610575903699,1,2,2,133.103,100.61999999999999,3,3,3,9,0,120.0,-1.1269999999999998,27.863999999999997,0,0,0,0.5,1,
"3,4,5,6-tetrafluorophthalic acid",C1(=C(C(=C(C(=C1F)F)F)F)C(=O)O)C(=O)O,-0.4775412968520466,0.4775412968520466,0.26409035821076754,0.8168487186480118,-0.4775412968520466,0.5,10.213054789681411,11.938610575903699,0,2,1,238.09199999999998,74.6,2,2,2,16,0,428.54705704391523,1.6394000000000002,40.1926,1,1,0,0.0,1,
502 adhesive,CCOC(=O)C(=C)C#N,-0.4618838282515298,0.4618838282515298,0.22646779100002917,0.8096314579006467,-0.4618838282515298,0.5555555555555556,4.736862953800049,5.969305287951849,1,1,2,125.127,50.09,0,3,2,9,0,155.36734879116756,0.6292800000000001,31.385999999999992,0,0,0,0.3333333333333333,1,
"3,5-difluorobenzenesulfonamide",C1=C(C=C(C=C1F)S(=O)(=O)N)F,-0.22462531609228384,0.23775746381104615,0.1580402154350883,0.46238277990333,-0.22462531609228384,0.5833333333333334,0.0,0.0,0,0,0,193.17399999999998,60.16,1,2,1,12,0,358.249379292522,0.6122000000000003,37.7312,1,1,0,0.0,1,
"2,6-difluorobenzenesulfonamide",C1=CC(=C(C(=C1)F)S(=O)(=O)N)F,-0.22444096352058387,0.24340508020263732,0.16629787990000564,0.4678460437232212,-0.22444096352058387,0.6666666666666666,0.0,0.0,0,0,0,193.17399999999995,60.16,1,2,1,12,0,358.249379292522,0.6122000000000003,37.7312,1,1,0,0.0,1,
2-chlorothiazole-4-carboxylic acid,C1=C(N=C(S1)Cl)C(=O)O,-0.4764867053382339,0.4764867053382339,0.24029984206014077,0.8314119693773552,-0.4764867053382339,0.5555555555555556,5.106527394840706,5.969305287951849,1,1,2,163.585,50.19,1,3,1,9,0,215.69711152233606,1.4947000000000001,34.083299999999994,1,1,1,0.0,1,
"2,5-thiophenedicarboxylic acid",C1=C(SC(=C1)C(=O)O)C(=O)O,-0.4770495771902679,0.4770495771902679,0.27129030730721065,0.8224322210181805,-0.4770495771902679,0.6363636363636364,10.213054789681411,11.938610575903699,0,2,1,172.16099999999997,74.6,2,3,2,11,0,258.2418843118329,1.1445,38.2376,1,1,1,0.0,1,
phenylalanine,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,-0.48007770020344237,0.48007770020344237,0.1937115069997252,0.8003932018430024,-0.48007770020344237,0.8333333333333334,10.84019487200289,5.969305287951849,1,1,2,165.19199999999998,63.31999999999999,2,2,3,12,0,246.0006372810443,0.641,45.75720000000001,1,1,0,0.2222222222222222,1,
phenylphosphonic acid,C1=CC=C(C=C1)P(=O)(O)O,-0.32103914902694114,0.3557121510544099,0.18981605632142767,0.676751300081351,-0.32103914902694114,0.8,9.78682320550495,7.595762326787885,0,0,0,158.093,57.53,2,1,1,10,0,238.00063728104428,0.48959999999999987,38.120100000000015,1,1,0,0.0,1,
"furan-2,5-dicarboxylic acid",C1=C(OC(=C1)C(=O)O)C(=O)O,-0.4753728946230654,0.4753728946230654,0.31375740831997223,0.846688934407817,-0.4753728946230654,0.6363636363636364,14.63020572673476,11.938610575903699,0,2,1,156.09299999999996,87.74,2,3,2,11,0,258.2418843118329,0.676,32.62659999999999,1,1,1,0.0,1,
l-glutathione,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,-0.48008628646213053,0.48008628646213053,0.25596931587655264,0.8025569934898353,-0.48008628646213053,0.55,26.58029947485626,11.938610575903699,1,4,2,307.32800000000003,158.82000000000002,6,6,9,20,0,356.23460010384656,-2.2060999999999984,71.27440000000003,0,0,0,0.6,1,
l-Theanine,CCNC(=O)CC[C@@H](C(=O)O)N,-0.4800862864621434,0.4800862864621434,0.2360502378827688,0.8000691321154891,-0.4800862864621434,0.5833333333333334,16.156983476009223,5.969305287951849,1,2,2,174.2,92.42,3,3,5,12,0,153.42124551085624,-0.6853999999999989,43.5289,0,0,0,0.7142857142857143,1,
Malonamide,C(C(=O)N)C(=O)N,-0.36923144432180155,0.36923144432180155,0.2566281428238656,0.5955784917863767,-0.36923144432180155,0.5714285714285714,11.46733495432437,0.0,0,2,1,102.093,86.18,2,2,2,7,0,76.2114326716684,-1.6528999999999998,23.005800000000004,0,0,0,0.3333333333333333,1,
5-(Fmoc-amino) valeric acid,C1=CC=C2C(=C1)C(C3=CC=CC=C32)COC(=O)NCCCCC(=O)O,-0.4812303832060013,0.4812303832060013,0.1868549216225811,0.8878879611385868,-0.4812303832060013,0.76,15.160178952647085,12.062545358890265,0,2,1,339.39100000000013,75.63,2,3,7,25,0,704.6385569005646,3.780000000000001,94.55850000000007,3,2,0,0.3,1,
